会員ID,登録施設,性別,生まれ年,回答時の年齢,年代,都道府県,会員市町村,世帯年収,UA,回答日時,回答月,回答エリア,回答エリア2,市町村,6分類,DMO,宿泊数（全体）,宿泊数（県内）,宿泊エリア（県内）,宿泊エリア（県外）,同行者,訪問目的ALL,宿でのんびり過ごす,温泉や露天風呂,地元の美味しいものを食べる,花見や紅葉などの自然鑑賞,名所、旧跡の観光,テーマパーク（遊園地、動物園、博物館など）,買い物、アウトレット,お祭りやイベントへの参加・見物,スポーツ観戦や芸能鑑賞（コンサート等）,アウトドア（海水浴、釣り、登山など）,まちあるき、都市散策,各種体験（手作り、果物狩りなど）,スキー・スノボ、マリンスポーツ,その他スポーツ（ゴルフ、テニスなど）,ドライブ・ツーリング,友人・親戚を尋ねる,出張など仕事関係,その他,情報収集ALL,観光展・物産展,新聞・雑誌・ガイドブック,TV・ラジオ番組やCM,観光パンフレット・ポスター,観光連盟やDMOのHP,インターネット・アプリ,Twitter,Instagram,Facebook,ブログ,友人・知人,観光協会等の案内所,タクシードライバーや地元の人,宿泊施設,福井県までの交通手段ALL,自家用車,レンタカー,新幹線,在来線,飛行機,旅行会社ツアーバス,県外から訪れていない（福井県在住）,福井県内での交通手段ALL,タクシー,路線バス,徒歩,レンタサイクル,福井県内での交通手段の満足度,福井県内での交通手段の満足度の理由,宿泊費,交通費,県内消費額,エリア訪問回数,アンケート回答前に訪問した主な場所,アンケート回答前に訪問した主な場所FA,アンケート回答後に訪問する予定の主な場所,アンケート回答後に訪問する予定の主な場所FA,エリア総消費額,満足度,満足度の理由,不便さ,不便さの内容,NPS,推奨項目,施設に求めるもの,今後の来訪意向,福井県に求めるもの,登録エリア,満足度(商品・サービス),満足度(商品・サービス)の理由
125600,東尋坊 エリア,女,1966,56,50代,東京都,江戸川区,"1,000万円以上 1,200万円未満",mobile/android,2022-11-25 23:25:55,11月,あわら温泉 エリア,11.あわら温泉 エリア,あわら市,あわら市・坂井市,,3泊,1泊,三国・あわらエリア（あわら市・坂井市）,石川県金沢市,中学生以上連れの家族,"地元の美味しいものを食べる
",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"観光パンフレット・ポスター
",0,0,0,1,0,0,0,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,"自家用車
",0,0,0,0,,,"20,000円以上 30,000円未満","40,000円以上 50,000円未満","20,000円以上 30,000円未満",初めて,東尋坊,,道の駅「恐竜渓谷かつやま」,,"30,000円以上 40,000円未満",とても満足,,感じなかった,,7,,,また行きたい（1年以内）,,,,
125666,越前陶芸村 エリア,女,1970,52,50代,福井県,福井市,分からない/無回答,mobile/android,2022-11-25 22:58:02,11月,越前陶芸村 エリア,41.越前陶芸村 エリア,越前町,丹南,,日帰り,福井県内には宿泊しない,福井県内には宿泊しない,石川県加賀市,親,"地元の美味しいものを食べる
花見や紅葉などの自然鑑賞
買い物、アウトレット
",0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"観光パンフレット・ポスター
インターネット・アプリ
Twitter
Instagram
",0,0,0,1,0,1,1,1,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,"自家用車
",0,0,0,0,,,使わない,使わない,"3,000円以上 5,000円未満",2～5回目,道の駅「西山公園」,,道の駅「南えちぜん山海里」,,"3,000円以上 5,000円未満",とても満足,,感じなかった,,10,,,福井県在住,,,,
125669,web,女,2001,21,20代,三重県,三重郡,100万円未満,mobile/iphone,2022-11-25 22:29:55,11月,道の駅「越前」 エリア,38.道の駅「越前」 エリア,越前町,丹南,,1泊,1泊,三国・あわらエリア（あわら市・坂井市）,福井県外には宿泊しない,親,"温泉や露天風呂
名所、旧跡の観光
",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"新聞・雑誌・ガイドブック
インターネット・アプリ
Instagram
",0,1,0,0,0,1,0,1,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,"自家用車
",0,0,0,0,,,"20,000円以上 30,000円未満","5,000円以上 10,000円未満","10,000円以上 20,000円未満",2～5回目,一乗谷朝倉氏遺跡,,選択なし/該当施設なし,,"3,000円以上 5,000円未満",満足,,感じなかった,,9,,,,,,,
125622,スーベニアショップ ラプトル エリア,男,1984,38,30代,京都府,京都市中京区,400万円以上 500万円未満,mobile/android,2022-11-25 21:51:51,11月,道の駅「越前」 エリア,38.道の駅「越前」 エリア,越前町,丹南,,1泊,1泊,福井エリア（福井市・永平寺町）,福井県外には宿泊しない,小学生以下連れの家族,"テーマパーク（遊園地、動物園、博物館など）
",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"インターネット・アプリ
",0,0,0,0,0,1,0,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,"自家用車
",0,0,0,0,とても満足,"魚がいて子供達は喜んでいた。
お刺身がおいしかった。","20,000円以上 30,000円未満","5,000円以上 10,000円未満","20,000円以上 30,000円未満",6～10回目,越前がにミュージアム,,日本海さかな街,,"1,000円以上 3,000円未満",とても満足,"けしきがきれい
景色が1番の栄養なため",感じなかった,,7,風呂があるため,,また行きたい（1年以内）,新鮮な海の幸,,,
125664,小浜町家ステイ エリア,男,1960,62,60代,愛知県,名古屋市緑区,"900万円以上 1,000万円未満",mobile/android,2022-11-25 21:51:38,11月,小浜町家ステイ エリア,52.小浜町家ステイ エリア,小浜市,嶺南西部,(株)まちづくり小浜,1泊,1泊,嶺南エリア（敦賀市・美浜町・若狭町・小浜市・おおい町・高浜町）,福井県外には宿泊しない,夫婦2人,"地元の美味しいものを食べる
買い物、アウトレット
まちあるき、都市散策
ドライブ・ツーリング
",0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,"TV・ラジオ番組やCM
宿泊施設
",0,0,1,0,0,0,0,0,0,0,0,0,0,1,"自家用車
",1,0,0,0,0,0,0,"自家用車
",0,0,0,0,,,"20,000円以上 30,000円未満","10,000円以上 20,000円未満","50,000円以上 100,000円未満",初めて,道の駅「若狭おばま」,,小浜市水産食品センター（若狭小浜お魚センター）,,"40,000円以上 50,000円未満",とても満足,小浜に住んでいるように滞在できる，,感じた,夕食の指定店が限定される。,10,,,また行きたい（1年以内）,海産物を食べたり買ったりするのが楽しみです。小浜は初めてですが、毎年、越前町、敦賀市等福井県のどこかに来ています。屋台の敦賀ラーメンも大好きです。,,,
125661,東尋坊 エリア,女,1985,37,30代,東京都,足立区,200万円以上 300万円未満,mobile/android,2022-11-25 21:39:10,11月,東尋坊 エリア,06.東尋坊 エリア,坂井市,あわら市・坂井市,(一社)DMOさかい観光局,4泊以上,2泊,福井エリア（福井市・永平寺町）,愛知と、車内泊,愛知は2人。残りは1人,"まちあるき、都市散策
その他
",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"観光展・物産展
観光パンフレット・ポスター
インターネット・アプリ
",1,0,0,1,0,1,0,0,0,0,0,0,0,0,"在来線
その他
",0,0,0,0,0,0,0,"レンタサイクル
",0,0,0,1,とても満足,1日100円で、レンタサイクルできたので、時間気にせずゆっくり廻れました。,"5,000円以上 10,000円未満","10,000円以上 20,000円未満","10,000円以上 20,000円未満",初めて,びわ湖（滋賀県）,名古屋市内。彦根城。,めがねミュージアム,,"3,000円以上 5,000円未満",どちらでもない,"半々。
不満だったのは、
①ゆあぽ～とで足湯入ろうと思い、タオル買ったけど足湯がやってなかった。私の確認不足もありますが、買う時に教えて欲しかった。
②三国バ－ガ－食べに行きましたが、セットの注文品間違えられ&hellip;テイクアウト後開けてから発覚。近場にいたので作り直して貰いました。バ～ガ～冷めたら嫌なので、後から取りに行きましたが、電話中だったからか、会釈すら無かった。。。


良い点
帰りのバス「ぐるっと坂井  (14時47分発)」の運転手さん。私が携帯弄りながら、前のバスに乗らなかったら、心配してくれたみたいで、行先とか親切に聞いてくれました。
なかなかこんな親切にしてくれる、運転手さんいないので、感激しました&circ;&circ;☆
私の地元含めて、地方のバスは慣れないと不安なので、安心感ありました。
&uarr;これに便乗して
朝も、東尋坊行く際に、坂井市役所から乗り換えの時に、受付のお姉さんが親切に教えてくれ、また、場所から離れてバス停まで連れて行って下さいました。

お2人とも、ありがとうございました&circ;&circ;。",感じなかった,,8,一部ダメでしたが、親切な方も沢山いて、景色も素晴らしく、1人でも十二分楽しめました♪,"アクティビティ&hellip;
・写真スポット台(カメラスタンド)置いて頂けたら、自撮り(や、カップル、御家族連れとか)ももっと楽しめると思います。

お土産&hellip;
・(今、キティ難しいみたいですが)キティ好きからしたら、エビより、崖とキティのコラボの方が、東尋坊らしくて良いかなと。
・東尋坊グッズ増やして欲しい。",機会があれば行きたい,"今回調べたら、1日フリ－切符が土日しか使えないのもあったので、平日限定版も作って欲しいです。

福井駅の傍に、お手軽ス～パ～や、ドン・キホーテ出来たらな。。。

駅近にも、お土産屋さんで一括揃ってるお店が欲しいです。デパ地下みたいなお店ごとの店舗じゃ、見てたら買わないと行けないのかな？&hellip;って、思って、近寄れない私なので。。。",,,
125662,平泉寺白山神社 エリア,男,1964,58,50代,東京都,新宿区,100万円未満,mobile/iphone,2022-11-25 21:20:22,11月,北潟湖 エリア,14.北潟湖 エリア,あわら市,あわら市・坂井市,,4泊以上,4泊以上,福井エリア（福井市・永平寺町）,石川県加賀市,夫婦2人,"名所、旧跡の観光
",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"インターネット・アプリ
",0,0,0,0,0,1,0,0,0,0,0,0,0,0,"在来線
",0,1,0,1,0,0,0,"レンタカー
在来線
",0,0,0,0,,,"100,000円以上","50,000円以上 100,000円未満","50,000円以上 100,000円未満",初めて,ファーマーズマーケットきららの丘,,選択なし/該当施設なし,,"1,000円以上 3,000円未満",どちらでもない,,感じなかった,,4,,,機会があれば行きたい,,,,
125662,平泉寺白山神社 エリア,男,1964,58,50代,東京都,新宿区,100万円未満,mobile/iphone,2022-11-25 21:19:15,11月,JA福井県ファーマーズマーケットきららの丘 エリア,13.JA福井県ファーマーズマーケットきららの丘 エリア,あわら市,あわら市・坂井市,,4泊以上,4泊以上,福井エリア（福井市・永平寺町）,石川県加賀市,夫婦2人,"名所、旧跡の観光
",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"インターネット・アプリ
",0,0,0,0,0,1,0,0,0,0,0,0,0,0,"在来線
",0,1,0,1,0,0,0,"レンタカー
在来線
",0,0,0,0,,,"100,000円以上","50,000円以上 100,000円未満","50,000円以上 100,000円未満",初めて,選択なし/該当施設なし,丸岡藩砲台跡,選択なし/該当施設なし,,"1,000円以上 3,000円未満",どちらでもない,,感じなかった,,4,,,機会があれば行きたい,,,,
125662,平泉寺白山神社 エリア,男,1964,58,50代,東京都,新宿区,100万円未満,mobile/iphone,2022-11-25 21:17:15,11月,東尋坊 エリア,06.東尋坊 エリア,坂井市,あわら市・坂井市,(一社)DMOさかい観光局,4泊以上,4泊以上,福井エリア（福井市・永平寺町）,石川県加賀市,夫婦2人,"名所、旧跡の観光
",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"インターネット・アプリ
",0,0,0,0,0,1,0,0,0,0,0,0,0,0,"在来線
",0,1,0,1,0,0,0,"レンタカー
在来線
",0,0,0,0,,,"100,000円以上","50,000円以上 100,000円未満","50,000円以上 100,000円未満",初めて,瀧谷寺,,選択なし/該当施設なし,,"1,000円以上 3,000円未満",満足,,感じなかった,,8,,,機会があれば行きたい,,,,
125662,平泉寺白山神社 エリア,男,1964,58,50代,東京都,新宿区,100万円未満,mobile/iphone,2022-11-25 21:15:32,11月,道の駅みくに ふれあいパーク三里浜 エリア,10.道の駅みくに ふれあいパーク三里浜 エリア,坂井市,あわら市・坂井市,(一社)DMOさかい観光局,4泊以上,4泊以上,福井エリア（福井市・永平寺町）,石川県加賀市,夫婦2人,"名所、旧跡の観光
",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"インターネット・アプリ
",0,0,0,0,0,1,0,0,0,0,0,0,0,0,"在来線
",0,1,0,1,0,0,0,"レンタカー
在来線
",0,0,0,0,,,"100,000円以上","50,000円以上 100,000円未満","50,000円以上 100,000円未満",初めて,選択なし/該当施設なし,,選択なし/該当施設なし,,"1,000円以上 3,000円未満",どちらでもない,,感じなかった,,5,,,機会があれば行きたい,,,,
