会員ID,登録施設,性別,生まれ年,回答時の年齢,年代,都道府県,会員市町村,世帯年収,UA,回答日時,回答月,回答エリア,回答エリア2,市町村,6分類,DMO,宿泊数（全体）,宿泊数（県内）,宿泊エリア（県内）,宿泊エリア（県外）,同行者,訪問目的ALL,宿でのんびり過ごす,温泉や露天風呂,地元の美味しいものを食べる,花見や紅葉などの自然鑑賞,名所、旧跡の観光,テーマパーク（遊園地、動物園、博物館など）,買い物、アウトレット,お祭りやイベントへの参加・見物,スポーツ観戦や芸能鑑賞（コンサート等）,アウトドア（海水浴、釣り、登山など）,まちあるき、都市散策,各種体験（手作り、果物狩りなど）,スキー・スノボ、マリンスポーツ,その他スポーツ（ゴルフ、テニスなど）,ドライブ・ツーリング,友人・親戚を尋ねる,出張など仕事関係,その他,情報収集ALL,観光展・物産展,新聞・雑誌・ガイドブック,TV・ラジオ番組やCM,観光パンフレット・ポスター,観光連盟やDMOのHP,インターネット・アプリ,Twitter,Instagram,Facebook,ブログ,友人・知人,観光協会等の案内所,タクシードライバーや地元の人,宿泊施設,福井県までの交通手段ALL,自家用車,レンタカー,新幹線,在来線,飛行機,旅行会社ツアーバス,県外から訪れていない（福井県在住）,福井県内での交通手段ALL,タクシー,路線バス,徒歩,レンタサイクル,福井県内での交通手段の満足度,福井県内での交通手段の満足度の理由,宿泊費,交通費,県内消費額,エリア訪問回数,アンケート回答前に訪問した主な場所,アンケート回答前に訪問した主な場所FA,アンケート回答後に訪問する予定の主な場所,アンケート回答後に訪問する予定の主な場所FA,エリア総消費額,満足度,満足度の理由,不便さ,不便さの内容,NPS,推奨項目,施設に求めるもの,今後の来訪意向,福井県に求めるもの,登録エリア,満足度(商品・サービス),満足度(商品・サービス)の理由
126715,うみんぴあ大飯 エリア,男,1951,71,70代,和歌山県,有田市,分からない/無回答,mobile/android,2022-12-07 21:46:08,12月,うみんぴあ大飯 エリア,64.うみんぴあ大飯 エリア,おおい町,嶺南西部,,3泊,1泊,嶺南エリア（敦賀市・美浜町・若狭町・小浜市・おおい町・高浜町）,富山県,自分ひとり,"出張など仕事関係
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"友人・知人
宿泊施設
",0,0,0,0,0,0,0,0,0,0,1,0,0,1,"在来線
",0,0,0,1,0,0,0,"在来線
",0,0,0,0,不満,待ち時間が多く、到着まで時間がかかる,"10,000円以上 20,000円未満","20,000円以上 30,000円未満","3,000円以上 5,000円未満",6～10回目,選択なし/該当施設なし,,選択なし/該当施設なし,,"3,000円以上 5,000円未満",満足,ホテルうみんぴあがよい,感じた,交通機関がすくない,7,ホテルうみんぴあの料理はおいしい&amp;部屋がよい,"地元の特産品がもっと手軽に手に入ること
道の駅の閉店時間が早すぎる～お役所ではありません。",機会があれば行きたい,,,,
126714,あわら温泉 エリア,男,1970,52,50代,石川県,河北郡,300万円以上 400万円未満,mobile/iphone,2022-12-07 21:38:57,12月,あわら温泉 エリア,11.あわら温泉 エリア,あわら市,あわら市・坂井市,,1泊,1泊,三国・あわらエリア（あわら市・坂井市）,石川県金沢市,親,"宿でのんびり過ごす
温泉や露天風呂
地元の美味しいものを食べる
",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"新聞・雑誌・ガイドブック
インターネット・アプリ
",0,1,0,0,0,1,0,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,"自家用車
",0,0,0,0,,,"40,000円以上 50,000円未満","5,000円以上 10,000円未満","10,000円以上 20,000円未満",2～5回目,選択なし/該当施設なし,,選択なし/該当施設なし,,"5,000円以上 10,000円未満",とても満足,街並みが綺麗に整備されていたから,感じなかった,,9,泊まった温泉がとても素晴らしかったから,温泉エリアなので、そぞろ歩きや食べ歩きができるスポットを作ればもっと魅力的になると思います。,機会があれば行きたい,福井の飲食と言えば、ソースカツ丼やボルガライスなどB級グルメ的なものが多いので、もっと若者にどんどんアピールして、他県からでも食べに来られる工夫をすれば良いと思います。,,,
126707,道の駅「西山公園」 エリア,女,2001,21,20代,東京都,三鷹市,100万円未満,mobile/iphone,2022-12-07 19:40:40,12月,道の駅「西山公園」 エリア,32.道の駅「西山公園」 エリア,鯖江市,丹南,,3泊,1泊,福井エリア（福井市・永平寺町）,滋賀県,恋人,"宿でのんびり過ごす
名所、旧跡の観光
",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"インターネット・アプリ
",0,0,0,0,0,1,0,0,0,0,0,0,0,0,"在来線
旅行会社ツアーバス
",0,0,0,1,0,0,0,"在来線
",0,0,0,0,不満,,"3,000円以上 5,000円未満","10,000円以上 20,000円未満","3,000円以上 5,000円未満",初めて,めがねミュージアム,,選択なし/該当施設なし,,"3,000円以上 5,000円未満",満足,,感じなかった,,8,,,機会があれば行きたい,,,,
126703,日本海さかな街 エリア,男,1973,49,40代,三重県,桑名市,500万円以上 600万円未満,mobile/iphone,2022-12-07 16:53:16,12月,日本海さかな街 エリア,46.日本海さかな街 エリア,敦賀市,嶺南東部,,日帰り,福井県内には宿泊しない,福井県内には宿泊しない,福井県外には宿泊しない,自分ひとり,"アウトドア（海水浴、釣り、登山など）
",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"インターネット・アプリ
",0,0,0,0,0,1,0,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,"自家用車
",0,0,0,0,,,使わない,"3,000円以上 5,000円未満","3,000円以上 5,000円未満",6～10回目,水晶浜海水浴場,,選択なし/該当施設なし,自宅,"3,000円以上 5,000円未満",とても満足,,感じなかった,,6,,,また行きたい（1年以内）,,,,
126701,あわら温泉 エリア,男,1949,73,70代,石川県,加賀市,300万円以上 400万円未満,mobile/iphone,2022-12-07 15:53:12,12月,あわら温泉 エリア,11.あわら温泉 エリア,あわら市,あわら市・坂井市,,日帰り,福井県内には宿泊しない,福井県内には宿泊しない,福井県外には宿泊しない,自分ひとり,"温泉や露天風呂
ドライブ・ツーリング
",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"インターネット・アプリ
",0,0,0,0,0,1,0,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,"自家用車
",0,0,0,0,,,使わない,"1,000円未満","1,000円未満",11回目以上,選択なし/該当施設なし,,選択なし/該当施設なし,,"1,000円未満",満足,よかった,感じなかった,,5,,立ち寄り湯がもっとあると尚良い。,機会があれば行きたい,"立ち寄り湯が
もっとあるとよい。",,,
126700,福井駅前 エリア,女,1981,41,40代,東京都,立川市,"900万円以上 1,000万円未満",mobile/iphone,2022-12-07 15:45:53,12月,福井駅前 エリア,04.福井駅前 エリア,福井市,福井市・永平寺町,,3泊,2泊,福井エリア（福井市・永平寺町）,石川県金沢市,自分ひとり,"地元の美味しいものを食べる
出張など仕事関係
",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Instagram
",0,0,0,0,0,0,0,1,0,0,0,0,0,0,"飛行機
",0,0,0,1,1,0,0,"在来線
路線バス
",0,1,0,0,とても満足,,"10,000円以上 20,000円未満","20,000円以上 30,000円未満","5,000円以上 10,000円未満",11回目以上,選択なし/該当施設なし,,選択なし/該当施設なし,,"5,000円以上 10,000円未満",とても満足,物価が比較的安くて美味しいものが食べられる,感じなかった,,5,お寿司,,機会があれば行きたい,安くて美味しい飲食店が多いのが良いと思っています。,,,
126767,あわら温泉 エリア,女,1970,52,50代,兵庫県,伊丹市,600万円以上 700万円未満,mobile/iphone,2022-12-08 23:31:18,12月,あわら温泉 エリア,11.あわら温泉 エリア,あわら市,あわら市・坂井市,,1泊,1泊,三国・あわらエリア（あわら市・坂井市）,福井県外には宿泊しない,職場の同僚,"その他
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"その他
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"在来線
",0,0,0,1,0,0,0,"在来線
",0,0,0,0,どちらでもない,電車しかない為特に無い,"20,000円以上 30,000円未満","10,000円以上 20,000円未満","3,000円以上 5,000円未満",2～5回目,芝政ワールド,,東尋坊,,"3,000円以上 5,000円未満",満足,夕食は美味しかった。お風呂も気持ちよかった。,感じた,ホテルまで迎えにきてもらわないと、車じゃ無いので時間が決まっていた。駅前に何も無い。,3,温泉,ホテルでの卓球が楽しかったが、費用がいった。,あまり行きたいと思わない,車がないと不便で沢山回れない。,,,
126766,日本海さかな街 エリア,女,1961,61,60代,京都府,京都市上京区,分からない/無回答,mobile/iphone,2022-12-08 23:16:30,12月,日本海さかな街 エリア,46.日本海さかな街 エリア,敦賀市,嶺南東部,,2泊,1泊,三国・あわらエリア（あわら市・坂井市）,石川県加賀市,夫婦2人,"温泉や露天風呂
地元の美味しいものを食べる
",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"インターネット・アプリ
",0,0,0,0,0,1,0,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,"自家用車
",0,0,0,0,,,"20,000円以上 30,000円未満",使わない,"10,000円以上 20,000円未満",11回目以上,メタセコイア並木（滋賀県）,,氣比神宮,,"5,000円以上 10,000円未満",満足,"活気があって、ワクワク感がある。
店の人のサービスも良かった",感じなかった,,5,,,また行きたい（1年以内）,,,,
126765,道の駅「越前」 エリア,男,1972,50,50代,大阪府,和泉市,500万円以上 600万円未満,mobile/iphone,2022-12-08 22:14:06,12月,道の駅「越前」 エリア,38.道の駅「越前」 エリア,越前町,丹南,,2泊,2泊,越前エリア（越前市・越前町・鯖江市・池田町・南越前町）,福井県外には宿泊しない,自分ひとり,"温泉や露天風呂
地元の美味しいものを食べる
",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"インターネット・アプリ
Twitter
",0,0,0,0,0,1,1,0,0,0,0,0,0,0,"レンタカー
在来線
",0,1,0,0,0,0,0,"レンタカー
",0,0,0,0,満足,楽に移動できるため,"3,000円以上 5,000円未満","10,000円以上 20,000円未満","5,000円以上 10,000円未満",2～5回目,東尋坊,,日本海さかな街,,"1,000円以上 3,000円未満",満足,,感じた,道路工事が多い,10,越前そば　　越前町の海鮮,,また行きたい（1年以内）,地酒に興味がある,,,
126764,東尋坊 エリア,女,1965,57,50代,徳島県,阿波市,400万円以上 500万円未満,mobile/iphone,2022-12-08 21:39:04,12月,東尋坊 エリア,06.東尋坊 エリア,坂井市,あわら市・坂井市,(一社)DMOさかい観光局,1泊,1泊,三国・あわらエリア（あわら市・坂井市）,福井県外には宿泊しない,自分ひとり,"宿でのんびり過ごす
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"観光パンフレット・ポスター
",0,0,0,1,0,0,0,0,0,0,0,0,0,0,"在来線
",0,0,0,0,0,0,0,"路線バス
",0,1,0,0,不満,,"30,000円以上 40,000円未満","10,000円以上 20,000円未満","3,000円以上 5,000円未満",初めて,あわら温泉「芦湯」,,選択なし/該当施設なし,,"1,000円以上 3,000円未満",満足,,感じた,,10,,,機会があれば行きたい,,,,
