会員ID,登録施設,性別,生まれ年,回答時の年齢,年代,都道府県,会員市町村,世帯年収,UA,回答日時,回答月,回答エリア,回答エリア2,市町村,6分類,DMO,宿泊数（全体）,宿泊数（県内）,宿泊エリア（県内）,宿泊エリア（県外）,同行者,訪問目的ALL,宿でのんびり過ごす,温泉や露天風呂,地元の美味しいものを食べる,花見や紅葉などの自然鑑賞,名所、旧跡の観光,テーマパーク（遊園地、動物園、博物館など）,買い物、アウトレット,お祭りやイベントへの参加・見物,スポーツ観戦や芸能鑑賞（コンサート等）,アウトドア（海水浴、釣り、登山など）,まちあるき、都市散策,各種体験（手作り、果物狩りなど）,スキー・スノボ、マリンスポーツ,その他スポーツ（ゴルフ、テニスなど）,ドライブ・ツーリング,友人・親戚を尋ねる,出張など仕事関係,その他,情報収集ALL,観光展・物産展,新聞・雑誌・ガイドブック,TV・ラジオ番組やCM,観光パンフレット・ポスター,観光連盟やDMOのHP,インターネット・アプリ,Twitter,Instagram,Facebook,ブログ,友人・知人,観光協会等の案内所,タクシードライバーや地元の人,宿泊施設,その他,福井県までの交通手段ALL,自家用車,レンタカー,新幹線,在来線,飛行機,旅行会社ツアーバス,県外から訪れていない（福井県在住）,その他,福井県内での交通手段ALL,自家用車,レンタカー,タクシー,在来線,旅行会社ツアーバス,路線バス,徒歩,レンタサイクル,その他,福井県内での交通手段の満足度,福井県内での交通手段の満足度の理由,宿泊費,交通費,県内消費額,エリア訪問回数,アンケート回答前に訪問した主な場所,アンケート回答前に訪問した主な場所FA,アンケート回答後に訪問する予定の主な場所,アンケート回答後に訪問する予定の主な場所FA,エリア総消費額,満足度,満足度の理由,不便さ,不便さの内容,NPS,推奨項目,施設に求めるもの,今後の来訪意向,福井県に求めるもの
114206,平泉寺白山神社 エリア,女,1960,62,60代,兵庫県,神戸市兵庫区,100万円以上 200万円未満,mobile/iphone,2022-09-18 23:04:24,9月,平泉寺白山神社 エリア,23.平泉寺白山神社 エリア,勝山市,勝山市・大野市,勝山市観光まちづくり(株),日帰り,福井県内には宿泊しない,福井県内には宿泊しない,福井県外には宿泊しない,自分ひとり,"名所、旧跡の観光
",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"観光展・物産展
観光連盟やDMOのHP
Twitter
観光協会等の案内所
",1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,"在来線
",0,0,0,1,0,0,0,0,"在来線
路線バス
",0,0,0,1,0,1,0,0,0,とても満足,鉄道の隙間を埋めるバスが試験運行されていて時間的にとても効率よく行動する事ができた,"3,000円以上 5,000円未満","1,000円以上 3,000円未満","3,000円以上 5,000円未満",初めて,選択なし/該当施設なし,,越前大野城,,"1,000円以上 3,000円未満",とても満足,時期的に人影が少ない事もありより自然のパワーに触れる事ができた気がする,感じなかった,自販機を見かけなかったので飲料の入手が難しいと感じた,8,遠いと思っていたが予想より容易にアクセスできた。乗り継ぎがわかりやすい。,露店などが早く閉店するなど土産物はあまり見られなかった,また行きたい（1年以内）,関西からはふらっと気軽に日帰りできるので短時間でできる体験等興味深いものが有れば何度も訪れたい
100752,JR福井駅・ハピリンモール（1F）,女,1980,42,40代,福井県,福井市,800万円以上 900万円未満,mobile/iphone,2022-09-18 22:09:52,9月,一乗谷朝倉氏遺跡 エリア,01.一乗谷朝倉氏遺跡 エリア,福井市,福井市・永平寺町,,1泊,1泊,越前エリア（越前市・越前町・鯖江市・池田町・南越前町）,福井県外には宿泊しない,小学生以下連れの家族,"各種体験（手作り、果物狩りなど）
",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"その他
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,旅行会社,"県外から訪れていない（福井県在住）
",0,0,0,0,0,0,1,0,"自家用車
",1,0,0,0,0,0,0,0,0,,,"10,000円以上 20,000円未満","1,000円未満","3,000円以上 5,000円未満",6～10回目,うるしの里,,福井駅,,"1,000円未満",どちらでもない,水の駅の食事スペースが狭い。店員さんをよんでも気づいてくれなかった。,感じた,店員さんを読んでも気づいてくれなかった。食事の売り切れが多い。（パフェ、かき氷の味もメニューと違う）,5,,思わず書いたくなるポーションが小さいお土産があるとあるよい,また行きたい（1年以内）,
103781,道の駅「九頭竜」 エリア,男,1965,57,50代,福井県,福井市,"1,200万円以上 1,500万円未満",mobile/iphone,2022-09-18 22:07:17,9月,福井駅前 エリア,04.福井駅前 エリア,福井市,福井市・永平寺町,,日帰り,福井県内には宿泊しない,福井県内には宿泊しない,福井県外には宿泊しない,自分ひとり,"地元の美味しいものを食べる
",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"新聞・雑誌・ガイドブック
",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"県外から訪れていない（福井県在住）
",0,0,0,0,0,0,1,0,"自家用車
",1,0,0,0,0,0,0,0,0,,,使わない,"3,000円以上 5,000円未満",使わない,11回目以上,選択なし/該当施設なし,,選択なし/該当施設なし,,"3,000円以上 5,000円未満",満足,,感じなかった,,6,,,,
114203,web,女,1999,23,20代,富山県,射水市,200万円以上 300万円未満,mobile/iphone,2022-09-18 21:59:53,9月,東尋坊 エリア,06.東尋坊 エリア,坂井市,あわら市・坂井市,(一社)DMOさかい観光局,4泊以上,4泊以上,三国・あわらエリア（あわら市・坂井市）,福井県外には宿泊しない,恋人,"温泉や露天風呂
地元の美味しいものを食べる
友人・親戚を尋ねる
",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Instagram
ブログ
",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"在来線
",0,0,0,1,0,0,0,0,"自家用車
徒歩
",1,0,0,0,0,0,1,0,0,,,"20,000円以上 30,000円未満","20,000円以上 30,000円未満","20,000円以上 30,000円未満",2～5回目,丸岡城,,三國湊レトロ,,"3,000円以上 5,000円未満",とても満足,,感じなかった,,10,東尋坊の岩場の近くのカフェが美味しかったです。東尋坊の観光案内所が色々な情報を知れてとても良かったです。,,また行きたい（1年以内）,常温品が嬉しい。恐竜のグッズ(大人でも使えるもの)が欲しいです
114201,web,男,1999,23,20代,福井県,坂井市,100万円以上 200万円未満,mobile/iphone,2022-09-18 21:58:13,9月,東尋坊 エリア,06.東尋坊 エリア,坂井市,あわら市・坂井市,(一社)DMOさかい観光局,日帰り,福井県内には宿泊しない,福井県内には宿泊しない,福井県外には宿泊しない,恋人,"お祭りやイベントへの参加・見物
まちあるき、都市散策
",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,"Instagram
",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,0,"自家用車
徒歩
",1,0,0,0,0,0,1,0,0,,,使わない,"1,000円未満","1,000円以上 3,000円未満",2～5回目,丸岡城,,越前大仏,,"1,000円以上 3,000円未満",とても満足,"恋人と楽しく東尋坊を散策できた。
今の季節残暑もあるが、風も涼しく過ごしやすかった。",感じた,観光案内所が一見わからなかった。,9,東尋坊。遊覧船も魅力的。,お洒落なトートバッグとかあるといいかなと思いました。,また行きたい（1年以内）,電動キックボード体験
100752,JR福井駅・ハピリンモール（1F）,女,1980,42,40代,福井県,福井市,800万円以上 900万円未満,mobile/iphone,2022-09-18 21:56:01,9月,うるしの里 エリア,34.うるしの里 エリア,鯖江市,丹南,,1泊,1泊,越前エリア（越前市・越前町・鯖江市・池田町・南越前町）,福井県外には宿泊しない,小学生以下連れの家族,"各種体験（手作り、果物狩りなど）
",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"その他
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,旅行会社,"県外から訪れていない（福井県在住）
",0,0,0,0,0,0,1,0,"自家用車
",1,0,0,0,0,0,0,0,0,選択肢なし,,"10,000円以上 20,000円未満","1,000円未満","3,000円以上 5,000円未満",初めて,道の駅「西山公園」,,一乗谷朝倉氏遺跡,,"1,000円以上 3,000円未満",満足,,感じなかった,,6,ラポーゼかわだでの温泉やパン作り体験や椀椀での漆の食器での食事がよかった。,"エリアのマップがあるとよい。
お土産は、小分けできるお洒落なものが宿にも売っているとよい。",また行きたい（1年以内）,
100752,JR福井駅・ハピリンモール（1F）,女,1980,42,40代,福井県,福井市,800万円以上 900万円未満,mobile/iphone,2022-09-18 21:47:01,9月,道の駅「西山公園」 エリア,32.道の駅「西山公園」 エリア,鯖江市,丹南,,1泊,1泊,越前エリア（越前市・越前町・鯖江市・池田町・南越前町）,福井県外には宿泊しない,小学生以下連れの家族,"宿でのんびり過ごす
温泉や露天風呂
各種体験（手作り、果物狩りなど）
",1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"友人・知人
その他
",0,0,0,0,0,0,0,0,0,0,1,0,0,0,旅行会社,"県外から訪れていない（福井県在住）
",0,0,0,0,0,0,1,0,"自家用車
",1,0,0,0,0,0,0,0,0,,,"10,000円以上 20,000円未満","1,000円未満","3,000円以上 5,000円未満",2～5回目,西山動物園,,うるしの里,ラポーゼかわだ,"1,000円未満",どちらでもない,イベントがあったため、駐車に時間がかかった。旅行者とはしては、イベントの情報をしらなかったので、駐車場が満車なのは時間のロスだった。,感じなかった,,6,レッサーパンダの家が子ども連れにはキャパもちょうどよく楽しめた。,飲食ブースがもう少し広いとよい,また行きたい（1年以内）,
114195,越前大野城・城下町 エリア,男,1968,54,50代,大阪府,枚方市,分からない/無回答,pc/others,2022-09-18 21:35:26,9月,越前大野城・城下町 エリア,15.越前大野城・城下町 エリア,大野市,勝山市・大野市,,1泊,1泊,福井エリア（福井市・永平寺町）,大阪府,夫婦2人,"温泉や露天風呂
地元の美味しいものを食べる
名所、旧跡の観光
",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"友人・知人
",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,0,0,,,"10,000円以上 20,000円未満","10,000円以上 20,000円未満","30,000円以上 40,000円未満",2～5回目,選択なし/該当施設なし,,選択なし/該当施設なし,養浩館庭園,"10,000円以上 20,000円未満",満足,美味しい日本酒購入できたから,感じなかった,,6,,,また行きたい（1年以内）,お酒、海鮮
114192,道の駅「越前」 エリア,女,1963,59,50代,福井県,福井市,200万円以上 300万円未満,mobile/android,2022-09-18 21:35:01,9月,道の駅「越前」 エリア,38.道の駅「越前」 エリア,越前町,丹南,,日帰り,4泊以上,福井エリア（福井市・永平寺町）,福井県外には宿泊しない,友人,"ドライブ・ツーリング
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"インターネット・アプリ
",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,0,0,満足,,"3,000円以上 5,000円未満","3,000円以上 5,000円未満","3,000円以上 5,000円未満",2～5回目,選択なし/該当施設なし,,選択なし/該当施設なし,Mara,"3,000円以上 5,000円未満",満足,海が美しい,感じた,案内がわかりにくい,8,海がきれい,飲食場所が狭い,機会があれば行きたい,土産物の配列、清潔感、もう少し考えた方が良いかも。
114193,スーベニアショップ ラプトル エリア,女,1983,39,30代,福島県,福島市,700万円以上 800万円未満,mobile/android,2022-09-18 21:29:13,9月,スーベニアショップ ラプトル エリア,19.スーベニアショップ ラプトル エリア,大野市,勝山市・大野市,勝山市観光まちづくり(株),3泊,1泊,奥越前エリア（勝山市・大野市）,石川県七尾市,小学生以下連れの家族,"テーマパーク（遊園地、動物園、博物館など）
",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"新聞・雑誌・ガイドブック
インターネット・アプリ
",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,0,0,,,"10,000円以上 20,000円未満","5,000円以上 10,000円未満","5,000円以上 10,000円未満",初めて,福井県立恐竜博物館,,かつやまディノパーク,,"5,000円以上 10,000円未満",満足,,感じなかった,,8,,,機会があれば行きたい,
