会員ID,登録施設,性別,生まれ年,回答時の年齢,年代,都道府県,会員市町村,世帯年収,UA,回答日時,回答月,回答エリア,回答エリア2,市町村,6分類,DMO,宿泊数（全体）,宿泊数（県内）,宿泊エリア（県内）,宿泊エリア（県外）,同行者,訪問目的ALL,宿でのんびり過ごす,温泉や露天風呂,地元の美味しいものを食べる,花見や紅葉などの自然鑑賞,名所、旧跡の観光,テーマパーク（遊園地、動物園、博物館など）,買い物、アウトレット,お祭りやイベントへの参加・見物,スポーツ観戦や芸能鑑賞（コンサート等）,アウトドア（海水浴、釣り、登山など）,まちあるき、都市散策,各種体験（手作り、果物狩りなど）,スキー・スノボ、マリンスポーツ,その他スポーツ（ゴルフ、テニスなど）,ドライブ・ツーリング,友人・親戚を尋ねる,出張など仕事関係,その他,情報収集ALL,観光展・物産展,新聞・雑誌・ガイドブック,TV・ラジオ番組やCM,観光パンフレット・ポスター,観光連盟やDMOのHP,インターネット・アプリ,Twitter,Instagram,Facebook,ブログ,友人・知人,観光協会等の案内所,タクシードライバーや地元の人,宿泊施設,その他,福井県までの交通手段ALL,自家用車,レンタカー,新幹線,在来線,飛行機,旅行会社ツアーバス,県外から訪れていない（福井県在住）,その他,福井県内での交通手段ALL,自家用車,レンタカー,タクシー,在来線,旅行会社ツアーバス,路線バス,徒歩,レンタサイクル,その他,福井県内での交通手段の満足度,福井県内での交通手段の満足度の理由,宿泊費,交通費,県内消費額,エリア訪問回数,アンケート回答前に訪問した主な場所,アンケート回答前に訪問した主な場所FA,アンケート回答後に訪問する予定の主な場所,アンケート回答後に訪問する予定の主な場所FA,エリア総消費額,満足度,満足度の理由,不便さ,不便さの内容,NPS,推奨項目,施設に求めるもの,今後の来訪意向,福井県に求めるもの
105929,一乗谷朝倉氏遺跡 エリア,女,1967,55,50代,愛知県,あま市,800万円以上 900万円未満,mobile/iphone,2022-06-06 23:28:34,6月,日本海さかな街 エリア,46.日本海さかな街 エリア,敦賀市,嶺南東部,,日帰り,福井県内には宿泊しない,福井県内には宿泊しない,福井県外には宿泊しない,夫婦2人,"まちあるき、都市散策
",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"インターネット・アプリ
",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,0,0,とても満足,,使わない,"5,000円以上 10,000円未満","1,000円以上 3,000円未満",初めて,一乗谷朝倉氏遺跡,,選択なし/該当施設なし,,使わない,とても不満,せっかく魚市場に来たのに干物ばかりで残念でした。,感じた,新鮮な魚を楽しみたかったので,0,,,また行きたい（1年以内）,敦賀で美味しい海鮮丼をいただきました。このためだけに来てもいいと感じました。そこに人はたくさんいるのに周囲が寂しすぎますね。ぜひ人を引き止める何かができるといいと感じました。
106039,三方五湖 エリア,女,1969,53,50代,福井県,敦賀市,100万円未満,mobile/iphone,2022-06-06 22:02:10,6月,三方五湖 エリア,63.三方五湖 エリア,若狭町,嶺南東部,三方五湖DMO(株),日帰り,福井県内には宿泊しない,福井県内には宿泊しない,福井県外には宿泊しない,自分ひとり,"買い物、アウトレット
友人・親戚を尋ねる
",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,"友人・知人
",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"県外から訪れていない（福井県在住）
",0,0,0,0,0,0,1,0,"自家用車
",1,0,0,0,0,0,0,0,0,,,使わない,"1,000円未満","1,000円未満",11回目以上,五湖の駅,,選択なし/該当施設なし,ケーキ屋さん,"1,000円以上 3,000円未満",満足,雨だったけどドライブもし欲しい物も買えて親戚のおばちゃんにも久しぶりに会って^_^とても満足でした。,感じなかった,,9,お土産を探すのが楽しい,"道の駅にうどんそばの食堂があれば立ち食いそばみたいな安い所がもっと行く機会増えると思いますし
思い出も記憶も残ると思います。",また行きたい（1年以内）,"新しくなったレインボーラインはとても好き。
若者も大好きです。なんでも少し可愛くお洒落看板にするだけでも随分地域も明るくなるような、
お土産も若狭限定の羽二重なんかもあり嬉しかったです。こういうここに来ないと買えないモノたくさん宣伝しないと伝わらないよ&hellip;。お願いします。"
106038,五湖の駅 エリア,女,1976,46,40代,福井県,敦賀市,分からない/無回答,mobile/android,2022-06-06 21:02:48,6月,五湖の駅 エリア,61.五湖の駅 エリア,美浜町,嶺南東部,三方五湖DMO(株),日帰り,福井県内には宿泊しない,福井県内には宿泊しない,福井県外には宿泊しない,友人,"地元の美味しいものを食べる
名所、旧跡の観光
スポーツ観戦や芸能鑑賞（コンサート等）
",0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,"観光パンフレット・ポスター
Instagram
Facebook
友人・知人
",0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,"県外から訪れていない（福井県在住）
",0,0,0,0,0,0,1,0,"自家用車
",1,0,0,0,0,0,0,0,0,,,"10,000円以上 20,000円未満","1,000円以上 3,000円未満","3,000円以上 5,000円未満",2～5回目,選択なし/該当施設なし,,レインボーライン,,"1,000円以上 3,000円未満",満足,,感じなかった,,8,,,機会があれば行きたい,
105778,レインボーライン エリア,女,1958,64,60代,愛媛県,松山市,"900万円以上 1,000万円未満",mobile/android,2022-06-06 20:54:09,6月,丸岡城 エリア,08.丸岡城 エリア,坂井市,あわら市・坂井市,(一社)DMOさかい観光局,3泊,2泊,嶺南エリア（敦賀市・美浜町・若狭町・小浜市・おおい町・高浜町）,滋賀県,夫婦2人,"名所、旧跡の観光
",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"インターネット・アプリ
",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,0,0,,,"20,000円以上 30,000円未満","10,000円以上 20,000円未満","20,000円以上 30,000円未満",初めて,越前加賀県境の館,,道の駅「南えちぜん山海里」,,"1,000円以上 3,000円未満",とても満足,"江戸時代以前に築かれた数少ないお城の1つが見れた。
愛媛のかまぼこ板の絵とコラボしている日本一短い手紙の館へ前々から訪れたいと思っていたが、ようやく実現し、展示している作品に胸打たれた。",感じなかった,,10,永平寺、東尋坊以外は初めて訪れた所(京都から鯖街道を通って、小浜、敦賀、一乗谷、あわら市等)だったが、どこも良かった。一乗谷ではガイドさんの話を聞いて勉強になったし、越前加賀県境の館でもスタッフの方がくわしく説明して下さったので、知らない事が知れて良かった。,,機会があれば行きたい,飲食、土産物も満足できたので、特にはなし。
106036,若狭海遊バザール 千鳥苑 エリア,女,1989,33,30代,滋賀県,大津市,分からない/無回答,tablet/android,2022-06-06 20:13:54,6月,若狭海遊バザール 千鳥苑 エリア,60.若狭海遊バザール 千鳥苑 エリア,美浜町,嶺南東部,三方五湖DMO(株),日帰り,福井県内には宿泊しない,福井県内には宿泊しない,福井県外には宿泊しない,夫婦2人,"地元の美味しいものを食べる
その他
",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ビーチコーミング,"TV・ラジオ番組やCM
",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,0,0,,,使わない,使わない,"3,000円以上 5,000円未満",初めて,選択なし/該当施設なし,,選択なし/該当施設なし,,"3,000円以上 5,000円未満",満足,,感じなかった,,10,,,また行きたい（1年以内）,福井には美味しいものが沢山あるのに、宣伝がイマイチなのでもっと大々的に宣伝してほしいと思いました。
106035,web,女,1982,40,40代,富山県,富山市,500万円以上 600万円未満,mobile/iphone,2022-06-06 18:52:44,6月,道の駅「西山公園」 エリア,32.道の駅「西山公園」 エリア,鯖江市,丹南,,1泊,1泊,越前エリア（越前市・越前町・鯖江市・池田町・南越前町）,福井県外には宿泊しない,小学生以下連れの家族,"アウトドア（海水浴、釣り、登山など）
",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"観光協会等の案内所
",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"自家用車
",1,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,0,0,とても満足,,"10,000円以上 20,000円未満","5,000円以上 10,000円未満","5,000円以上 10,000円未満",初めて,まちの市場 こってコテいけだ,,選択なし/該当施設なし,帰宅,"3,000円以上 5,000円未満",満足,,感じた,トイレにトイレットペーパーがなかった,8,アスレチックが楽しそう,,また行きたい（1年以内）,
106035,web,女,1982,40,40代,富山県,富山市,500万円以上 600万円未満,mobile/iphone,2022-06-06 18:50:21,6月,まちの市場 こってコテいけだ エリア,35.まちの市場 こってコテいけだ エリア,池田町,丹南,,1泊,1泊,越前エリア（越前市・越前町・鯖江市・池田町・南越前町）,福井県外には宿泊しない,小学生以下連れの家族,"アウトドア（海水浴、釣り、登山など）
",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"観光協会等の案内所
",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"自家用車
",1,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,0,0,満足,,"10,000円以上 20,000円未満","5,000円以上 10,000円未満","5,000円以上 10,000円未満",初めて,ツリーピクニックアドベンチャーいけだ,,道の駅「西山公園」,,"1,000円以上 3,000円未満",満足,美味しそうなお土産を買えたから,感じなかった,,7,となりの木の遊ぶ所が楽しそうだったから,,また行きたい（1年以内）,
106035,web,女,1982,40,40代,富山県,富山市,500万円以上 600万円未満,mobile/iphone,2022-06-06 18:29:16,6月,かずら橋 エリア,37.かずら橋 エリア,池田町,丹南,,1泊,1泊,越前エリア（越前市・越前町・鯖江市・池田町・南越前町）,福井県外には宿泊しない,小学生以下連れの家族,"宿でのんびり過ごす
アウトドア（海水浴、釣り、登山など）
",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"新聞・雑誌・ガイドブック
観光パンフレット・ポスター
インターネット・アプリ
観光協会等の案内所
",0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,"自家用車
",1,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,0,0,とても満足,"駐車場が近い
トイレ完備","10,000円以上 20,000円未満","5,000円以上 10,000円未満","5,000円以上 10,000円未満",初めて,ツリーピクニックアドベンチャーいけだ,,道の駅「西山公園」,,"1,000円未満",とても満足,"スリルがあって楽しかった
川辺を歩けるのも素晴らしい",感じなかった,,10,,,また行きたい（1年以内）,
106034,三方五湖 エリア,女,1970,52,50代,京都府,京都市西京区,"900万円以上 1,000万円未満",mobile/iphone,2022-06-06 18:21:41,6月,三方五湖 エリア,63.三方五湖 エリア,若狭町,嶺南東部,三方五湖DMO(株),1泊,1泊,三国・あわらエリア（あわら市・坂井市）,福井県外には宿泊しない,夫婦2人とペット,"温泉や露天風呂
地元の美味しいものを食べる
名所、旧跡の観光
",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"インターネット・アプリ
",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,0,0,選択肢なし,,"20,000円以上 30,000円未満","5,000円以上 10,000円未満","5,000円以上 10,000円未満",初めて,東尋坊,,敦賀赤レンガ倉庫,,"3,000円以上 5,000円未満",満足,,感じなかった,,5,"混雑すぎずゆっくり出来たこと
自然豊かだったことがよかったです。",,機会があれば行きたい,
106029,うみんぴあ大飯 エリア,女,1968,54,50代,滋賀県,草津市,"1,200万円以上 1,500万円未満",mobile/android,2022-06-06 17:25:27,6月,道の駅「若狭おばま」 エリア,51.道の駅「若狭おばま」 エリア,小浜市,嶺南西部,(株)まちづくり小浜,日帰り,福井県内には宿泊しない,福井県内には宿泊しない,福井県外には宿泊しない,夫婦2人,"ドライブ・ツーリング
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"観光パンフレット・ポスター
",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,0,0,,,"3,000円以上 5,000円未満","3,000円以上 5,000円未満","3,000円以上 5,000円未満",2～5回目,選択なし/該当施設なし,,選択なし/該当施設なし,,"1,000円以上 3,000円未満",満足,,感じなかった,,8,,,また行きたい（1年以内）,
