会員ID,登録エリア,性別,生まれ年,回答時の年齢,年代,都道府県,会員市町村,世帯年収,UA,回答日時,回答月,回答エリア,回答エリア2,市町村,6分類,DMO,宿泊数（全体）,宿泊数（県内）,宿泊エリア（県内）,宿泊エリア（県外）,同行者,訪問目的ALL,宿でのんびり過ごす,温泉や露天風呂,地元の美味しいものを食べる,花見や紅葉などの自然鑑賞,名所、旧跡の観光,テーマパーク（遊園地、動物園、博物館など）,買い物、アウトレット,お祭りやイベントへの参加・見物,スポーツ観戦や芸能鑑賞（コンサート等）,アウトドア（海水浴、釣り、登山など）,まちあるき、都市散策,各種体験（手作り、果物狩りなど）,スキー・スノボ、マリンスポーツ,その他スポーツ（ゴルフ、テニスなど）,ドライブ・ツーリング,友人・親戚を尋ねる,出張など仕事関係,その他,福井県までの交通手段ALL,自家用車,レンタカー,新幹線,在来線,飛行機,旅行会社ツアーバス,県外から訪れていない（福井県在住）,その他,福井県内での交通手段ALL,自家用車,レンタカー,タクシー,在来線,旅行会社ツアーバス,路線バス,徒歩,レンタサイクル,その他,福井県内での交通手段の満足度,福井県内での交通手段の満足度の理由,宿泊費,交通費,県内消費額,エリア訪問回数,情報収集ALL,観光展・物産展,新聞・雑誌・ガイドブック,TV・ラジオ番組やCM,観光パンフレット・ポスター,観光連盟やDMOのHP,インターネット・アプリ,Twitter,Instagram,Facebook,ブログ,友人・知人,観光協会等の案内所,タクシードライバーや地元の人,宿泊施設,その他,アンケート回答前に訪問した主な場所,アンケート回答前に訪問した主な場所FA,アンケート回答後に訪問する予定の主な場所,アンケート回答前に訪問した主な場所FA,エリア総消費額,満足度(商品・サービス),満足度(商品・サービス)の理由,満足度,満足度の理由,不便さ,不便さの内容,NPS,推奨項目,施設に求めるもの,今後の来訪意向,福井県に求めるもの
183516,web,女,1986,40,40代,埼玉県,さいたま市大宮区,分からない/無回答,mobile/android,2026-07-14 23:30:08,7月,JR敦賀駅前 エリア,63.JR敦賀駅前 エリア,敦賀市,嶺南東部,,1泊,1泊,嶺南エリア（敦賀市・美浜町・若狭町・小浜市・おおい町・高浜町）,福井県外には宿泊しない,初日は友人、翌日は１人,"地元の美味しいものを食べる
花見や紅葉などの自然鑑賞
名所、旧跡の観光
テーマパーク（遊園地、動物園、博物館など）
買い物、アウトレット
まちあるき、都市散策
友人・親戚を尋ねる
その他
",0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,ジョギング、マラニック,"新幹線
",0,0,1,0,0,0,0,0,"路線バス
レンタサイクル
",0,0,0,0,0,1,0,1,0,満足,バスの本数が少なく意外と乗り継げなかった。レンタサイクルが足りなくならないか不安でアプリをこまめにチェックしながらして、少し気持ちが落ち着かなかった。,"5,000円以上 10,000円未満","30,000円以上 40,000円未満","10,000円以上 20,000円未満",初めて,"観光展・物産展
新聞・雑誌・ガイドブック
観光パンフレット・ポスター
インターネット・アプリ
Twitter
",1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,日本海さかな街,,今庄宿,,"3,000円以上 5,000円未満",満足,目につくところにあった。,満足,反対口に簡単に行く方法がわからなかった。よくよく地図を見ると反対側は工場？で特に観光しやすいところや休憩スポットは無かったような気がしましたが、景色を見てみたい。,感じた,前の質問と同じ。,6,気比の松原、静かだけど程々に人が居て癒された。しかしバスのアクセスあまり良くない、本数が少なくてレンタサイクルを使った。50代になったら車無しにはきついかも。,屋台ラーメンがあることを現地に着いてから初めて知った。知っていたらプランに入れていたかも。バスの本数が増える。もしくは観光客のニーズにより合わせる。冬はどこで楽しめるか知りたい。,また行きたい（1年以内）,マンホール、ゆるキャラ、グルメなマラソン大会、レトロな雰囲気を楽しみたい。
204982,越前そばの里 エリア,女,1973,53,50代,福井県,越前市,300万円以上 400万円未満,mobile/iphone,2026-07-14 22:43:19,7月,越前そばの里 エリア,37.越前そばの里 エリア,越前市,丹南,,日帰り,福井県内には宿泊しない,福井県内には宿泊しない,福井県外には宿泊しない,その他家族,"地元の美味しいものを食べる
名所、旧跡の観光
",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,0,0,,,"10,000円以上 20,000円未満","5,000円以上 10,000円未満","10,000円以上 20,000円未満",2～5回目,"Instagram
",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,御誕生寺,治佐川井戸,花はす公園,,"1,000円以上 3,000円未満",満足,"そばがあまり好きではない方もおられるかとおもうのでうどんだけでなく他のメニューも増やしてほしいかなと感じました。おろしそばは美味しいのですがお子様は敬遠するかと思いました。
食後にアイスクリームやコーヒーなどが落ち着いて飲める休憩所みたいなところがもっとあればいい。",満足,"食事するところの列を見て諦めようかと一瞬思ったので目安となる待ち時間が分かるといいです。
最後尾看板を持った人が教えてくれるなどでもありがたいです。",感じた,駐車場入り口に誘導してくれる方がおられてよかったのですが到着するまで看板もなく不安でした。道中看板があると気分も上がるので検討お願いします。,8,そばを出荷する工程も見学でき美味しく食べれてそしてお土産も買えるので滞在時間も長くなり充実した時間を過ごすことができる。,海鮮なども食べれるともっと人気になると思った。わらび餅も有名なのでわらび餅が食べれるコーナーがあればさらに楽しめる。,また行きたい（1年以内）,"越前たけふ駅は自然豊かなのでその風景をもっと前面に出してほしい。展望台やフォトスポットなどまだまだインスタ映えしそうなところがたくさん有れば集客が見込めると思います。
しかし自家用車がないと周辺の観光は難しいかと思うのでタクシー3時間コース、バスツアーなどの企画があれば新幹線で越前たけふ駅を利用してくれると思います。"
204980,小浜 エリア（宿泊施設）,男,1955,71,70代,兵庫県,神戸市垂水区,300万円以上 400万円未満,mobile/iphone,2026-07-14 21:55:57,7月,小浜 エリア（宿泊施設）,69.小浜 エリア（宿泊施設）,小浜市,嶺南西部,(株)まちづくり小浜,1泊,1泊,嶺南エリア（敦賀市・美浜町・若狭町・小浜市・おおい町・高浜町）,福井県外には宿泊しない,夫婦2人,"地元の美味しいものを食べる
",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,0,0,,,"10,000円以上 20,000円未満","5,000円以上 10,000円未満","3,000円以上 5,000円未満",初めて,"インターネット・アプリ
",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,選択なし/該当施設なし,舞鶴赤れんが倉庫,三方五湖,,"10,000円以上 20,000円未満",とても満足,食事が良かった,とても満足,ホテルの接客が非常に良かった,感じなかった,,10,神戸から4時間ほどで来れて ホテル代も高くなく インバウンド客を見ることもなかった,冬はカニと言う強いアドバンテージがあるが 夏に強い何かアドバンテージになるものがあれば良い  海水浴もそのひとつとは思われるけど,機会があれば行きたい,"昨年に永平寺を初めて訪問し 山奥に開かれた寺院の歴史を学ぶことが出来た
福井は他にも恐竜と言うインパクトの強いものがある"
204979,福井駅前 エリア（宿泊施設）,男,1969,57,50代,福岡県,飯塚市,800万円以上 900万円未満,mobile/iphone,2026-07-14 21:31:33,7月,福井駅前 エリア（宿泊施設）,02.福井駅前 エリア（宿泊施設）,福井市,福井市・永平寺町,,3泊,3泊,福井エリア（福井市・永平寺町）,福井県外には宿泊しない,自分ひとり,"出張など仕事関係
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"新幹線
在来線
",0,0,1,1,0,0,0,0,"在来線
",0,0,0,1,0,0,0,0,0,どちらでもない,,"20,000円以上 30,000円未満","10,000円以上 20,000円未満","10,000円以上 20,000円未満",初めて,"インターネット・アプリ
",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,選択なし/該当施設なし,,選択なし/該当施設なし,,"20,000円以上 30,000円未満",満足,,満足,,感じた,スーパーが少ない,9,,,機会があれば行きたい,
204978,道の駅「三方五湖」  エリア,男,1969,57,50代,岡山県,津山市,分からない/無回答,mobile/android,2026-07-14 21:11:20,7月,道の駅「三方五湖」  エリア,83.道の駅「三方五湖」 エリア,若狭町,嶺南東部,三方五湖DMO(株),3泊,1泊,嶺南エリア（敦賀市・美浜町・若狭町・小浜市・おおい町・高浜町）,滋賀県,夫婦2人,"まちあるき、都市散策
",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,0,0,,,"1,000円未満","20,000円以上 30,000円未満","1,000円以上 3,000円未満",初めて,"インターネット・アプリ
",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,選択なし/該当施設なし,,選択なし/該当施設なし,,"1,000円未満",とても満足,,とても満足,,感じなかった,,10,,,,
204977,web,男,1960,66,60代,千葉県,東金市,500万円以上 600万円未満,mobile/android,2026-07-14 20:03:10,7月,道の駅みくに ふれあいパーク三里浜 エリア,15.道の駅みくに ふれあいパーク三里浜 エリア,坂井市,あわら市・坂井市,(一社)DMOさかい観光局,1泊,1泊,三国・あわらエリア（あわら市・坂井市）,福井県外には宿泊しない,自分ひとり,"出張など仕事関係
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"新幹線
",0,0,1,0,0,0,0,0,"タクシー
",0,0,1,0,0,0,0,0,0,どちらでもない,公共交通が不便,"10,000円以上 20,000円未満","30,000円以上 40,000円未満","3,000円以上 5,000円未満",初めて,"インターネット・アプリ
",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,選択なし/該当施設なし,,選択なし/該当施設なし,,"1,000円以上 3,000円未満",満足,接客が良い,満足,静かで広い,感じた,飲食店が少ない,7,河口と海沿いの景色,"移動しにくい
環境が良い",機会があれば行きたい,"海の幸と餅
恐竜博物館に行ってみたい"
204976,うみんぴあ大飯 エリア,女,1982,44,40代,愛知県,一宮市,800万円以上 900万円未満,mobile/iphone,2026-07-14 18:37:30,7月,うみんぴあ大飯 エリア,84.うみんぴあ大飯 エリア,おおい町,嶺南西部,,2泊,2泊,嶺南エリア（敦賀市・美浜町・若狭町・小浜市・おおい町・高浜町）,福井県外には宿泊しない,小学生以下連れの家族,"地元の美味しいものを食べる
アウトドア（海水浴、釣り、登山など）
",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,0,0,,,"20,000円以上 30,000円未満","10,000円以上 20,000円未満","10,000円以上 20,000円未満",初めて,"Instagram
その他
",0,0,0,0,0,0,0,1,0,0,0,0,0,0,旅行サイト,選択なし/該当施設なし,,選択なし/該当施設なし,,"3,000円以上 5,000円未満",どちらでもない,"子連れで夕食を食べられるお店探しに苦労した。ランチタイム営業のみのお店が多い印象。
月曜日休みの施設が多く、行き先に困った。",満足,,感じた,商品・サービスの満足度と同じ。,5,海水浴場が多く、海がきれいだった。,,機会があれば行きたい,
204975,道の駅みくに ふれあいパーク三里浜 エリア,男,1967,59,50代,大阪府,大阪市鶴見区,500万円以上 600万円未満,mobile/android,2026-07-14 17:28:38,7月,道の駅みくに ふれあいパーク三里浜 エリア,15.道の駅みくに ふれあいパーク三里浜 エリア,坂井市,あわら市・坂井市,(一社)DMOさかい観光局,4泊以上,4泊以上,三国・あわらエリア（あわら市・坂井市）,福井県外には宿泊しない,自分ひとり,"出張など仕事関係
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"レンタカー
新幹線
",0,1,1,0,0,0,0,0,"レンタカー
",0,1,0,0,0,0,0,0,0,,,"5,000円以上 10,000円未満","5,000円以上 10,000円未満","5,000円以上 10,000円未満",初めて,"宿泊施設
",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,選択なし/該当施設なし,,選択なし/該当施設なし,,"1,000円以上 3,000円未満",満足,,満足,,感じなかった,,5,,,,
204974,竹田エリア,女,1995,31,30代,石川県,かほく市,300万円以上 400万円未満,mobile/iphone,2026-07-14 16:37:29,7月,竹田エリア,91.竹田エリア,坂井市,あわら市・坂井市,(一社)DMOさかい観光局,1泊,1泊,福井エリア（福井市・永平寺町）,福井県外には宿泊しない,その他家族,"宿でのんびり過ごす
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,0,0,,,"5,000円以上 10,000円未満","1,000円未満","5,000円以上 10,000円未満",初めて,"インターネット・アプリ
",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,選択なし/該当施設なし,,選択なし/該当施設なし,,"10,000円以上 20,000円未満",とても満足,,とても満足,,感じなかった,,7,,,機会があれば行きたい,
125301,web,無回答,1987,39,30代,福井県,坂井市,分からない/無回答,mobile/iphone,2026-07-14 15:57:58,7月,一乗谷朝倉氏遺跡 エリア,06.一乗谷朝倉氏遺跡 エリア,福井市,福井市・永平寺町,,4泊以上,4泊以上,三国・あわらエリア（あわら市・坂井市）,福井県外には宿泊しない,自分ひとり,"ドライブ・ツーリング
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"県外から訪れていない（福井県在住）
",0,0,0,0,0,0,1,0,"自家用車
",1,0,0,0,0,0,0,0,0,どちらでもない,,"1,000円未満","1,000円未満","1,000円未満",11回目以上,"友人・知人
",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,選択なし/該当施設なし,,選択なし/該当施設なし,,"1,000円未満",どちらでもない,,どちらでもない,,感じなかった,,5,,,,
