会員情報,,,,,,,,,,,,,,,,,Q1,Q2,Q3,Q4,Q5,Q6," ,"," ,"," ,"," ,"," ,"," ,"," ,"," ,"," ,"," ,"," ,"," ,"," ,"," ,"," ,"," ,"," ,"," ,",Q7," ,"," ,"," ,"," ,"," ,"," ,"," ,"," ,"," ,"," ,"," ,"," ,"," ,"," ,"," ,",Q8," ,"," ,"," ,"," ,"," ,"," ,"," ,"," ,",Q9," ,"," ,"," ,"," ,"," ,"," ,"," ,"," ,"," ,",Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q29
会員ID,登録施設,性別,生まれ年,回答時の年齢,年代,都道府県,会員市町村,世帯年収,UA,回答日時,回答月,回答エリア,回答エリア2,市町村,6分類,DMO,宿泊数（全体）,宿泊数（県内）,宿泊エリア（県内）,宿泊エリア（県外）,同行者,訪問目的ALL,宿でのんびり過ごす,温泉や露天風呂,地元の美味しいものを食べる,花見や紅葉などの自然鑑賞,名所、旧跡の観光,テーマパーク（遊園地、動物園、博物館など）,買い物、アウトレット,お祭りやイベントへの参加・見物,スポーツ観戦や芸能鑑賞（コンサート等）,アウトドア（海水浴、釣り、登山など）,まちあるき、都市散策,各種体験（手作り、果物狩りなど）,スキー・スノボ、マリンスポーツ,その他スポーツ（ゴルフ、テニスなど）,ドライブ・ツーリング,友人・親戚を尋ねる,出張など仕事関係,その他,情報収集ALL,観光展・物産展,新聞・雑誌・ガイドブック,TV・ラジオ番組やCM,観光パンフレット・ポスター,観光連盟やDMOのHP,インターネット・アプリ,Twitter,Instagram,Facebook,ブログ,友人・知人,観光協会等の案内所,タクシードライバーや地元の人,宿泊施設,その他,福井県までの交通手段ALL,自家用車,レンタカー,新幹線,在来線,飛行機,旅行会社ツアーバス,県外から訪れていない（福井県在住）,その他,福井県内での交通手段ALL,自家用車,レンタカー,タクシー,在来線,旅行会社ツアーバス,路線バス,徒歩,レンタサイクル,その他,福井県内での交通手段の満足度,福井県内での交通手段の満足度の理由,宿泊費,交通費,県内消費額,エリア訪問回数,アンケート回答前に訪問した主な場所,アンケート回答前に訪問した主な場所FA,アンケート回答後に訪問する予定の主な場所,アンケート回答後に訪問する予定の主な場所FA,エリア総消費額,満足度,満足度の理由,不便さ,不便さの内容,NPS,推奨項目,施設に求めるもの,今後の来訪意向,福井県に求めるもの
112150,"越前そばの里 エリア",女,1971,51,50代,福井県,越前市,"400万円以上 500万円未満",mobile/iphone,"2022-08-24 23:34:02",8月,"越前そばの里 エリア","29.越前そばの里 エリア",越前市,丹南,,2泊,2泊,越前エリア（越前市・越前町・鯖江市・池田町・南越前町）,福井県外には宿泊しない,自分ひとり,"地元の美味しいものを食べる
買い物、アウトレット
",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"インターネット・アプリ
Instagram
",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,"新幹線
在来線
",0,0,1,1,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,0,0,,,"5,000円以上 10,000円未満","20,000円以上 30,000円未満","10,000円以上 20,000円未満",11回目以上,選択なし/該当施設なし,,選択なし/該当施設なし,木の暮らし,"1,000円以上 3,000円未満",満足,,感じなかった,"消毒液の設置が少なかったです。
あとトイレはきれいだったのですが、匂いが強くて気になりました。",7,"海の幸が美味しいところ。
温泉がある。
恐竜博物館がある。","そばアイスパフェを作ってほしい。
なぜなら、そばソフトがとても美味しいから。",また行きたい（1年以内）,"お米、日本酒、カニ、めがね、ご当地グルメを重点的に全国各地へPRする方法を考える。
インスタやTwitter、各地方への物産展開催など。"
112147,"レインボーライン エリア",女,1962,60,60代,愛知県,名古屋市天白区,"600万円以上 700万円未満",mobile/android,"2022-08-24 22:13:53",8月,"レインボーライン エリア","59.レインボーライン エリア",美浜町,嶺南東部,三方五湖DMO(株),日帰り,福井県内には宿泊しない,福井県内には宿泊しない,福井県外には宿泊しない,職場の同僚,"地元の美味しいものを食べる
名所、旧跡の観光
ドライブ・ツーリング
",0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,"友人・知人
",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,0,0,,,使わない,"5,000円以上 10,000円未満","5,000円以上 10,000円未満",2～5回目,"若狭瓜割名水公園 瓜割の滝",,氣比神宮,,"1,000円以上 3,000円未満",とても満足,リフトで登った先のテラスは、涼風が吹く美しい景色の場所で、思ったより良いところでした。,感じなかった,,7,"とにかく食べ物が美味しい!
日本海側のうなぎは初めて食べたよ。しかも!高級青うなぎ！唸る美味しさ。でもお値段はやさしめで。",,また行きたい（1年以内）,敦賀インターあたりは北陸道で訪れたとき日本海と最初に出会う場所なので、自動車道と一般道が乗り入れる道の駅ができると、良いと思います。
112146,web,男,1958,64,60代,京都府,八幡市,"1,500万円以上",mobile/android,"2022-08-24 20:46:28",8月,"越前和紙の里 エリア","28.越前和紙の里 エリア",越前市,丹南,,1泊,1泊,越前エリア（越前市・越前町・鯖江市・池田町・南越前町）,福井県外には宿泊しない,自分ひとり,"温泉や露天風呂
地元の美味しいものを食べる
ドライブ・ツーリング
",0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Facebook
その他
",0,0,0,0,0,0,0,0,1,0,0,0,0,0,googleマップ,"その他
",0,0,0,0,0,0,0,バイク,"その他
",0,0,0,0,0,0,0,0,バイク,とても満足,越前蕎麦の食べ歩き（バイクでやけど）とツーリングが目的の一つでも有ったので、宿からも店からも丁度いい距離に有った。,"5,000円以上 10,000円未満","5,000円以上 10,000円未満","5,000円以上 10,000円未満",初めて,選択なし/該当施設なし,,選択なし/該当施設なし,,"1,000円以上 3,000円未満",満足,和紙の事を知ってるつもりだったが、もっと詳しく知れて良かった。又、受付に座られていた女性ゃ説明して下さった職人さんがとても丁寧で気持ちよく廻れた。,感じなかった,,8,孫を連れて来て、和紙について勉強させたい。今の子は洋紙しか接する事が無く和紙を知らないのではないかと思うので。,"今回は福井県民割を使って行った。
クーポンを貰ったが土産に使える場所が3つの施設の内、1箇所のみだった。県の施設なら何処でも使えるようにして欲しかった。",また行きたい（1年以内）,新蕎麦の季節にまた行きたいと思っています。
102719,"道の駅「パークイン丹生ヶ丘」 エリア",女,1991,31,30代,福井県,福井市,"700万円以上 800万円未満",mobile/iphone,"2022-08-24 20:14:22",8月,"福井駅前 エリア","04.福井駅前 エリア",福井市,福井市・永平寺町,,日帰り,福井県内には宿泊しない,福井県内には宿泊しない,福井県外には宿泊しない,自分ひとり,"まちあるき、都市散策
",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"観光展・物産展
Instagram
",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"その他
",0,0,0,0,0,0,0,自転車,"その他
",0,0,0,0,0,0,0,0,自転車,,,"1,000円以上 3,000円未満","1,000円以上 3,000円未満","1,000円以上 3,000円未満",6～10回目,選択なし/該当施設なし,,選択なし/該当施設なし,,"1,000円以上 3,000円未満",満足,,感じなかった,,6,,,福井県在住,映えるスイーツがほしい
102714,web,男,1990,32,30代,福井県,福井市,"300万円以上 400万円未満",mobile/iphone,"2022-08-24 20:13:21",8月,"福井駅前 エリア","04.福井駅前 エリア",福井市,福井市・永平寺町,,日帰り,福井県内には宿泊しない,福井県内には宿泊しない,福井県外には宿泊しない,自分ひとり,"宿でのんびり過ごす
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"観光パンフレット・ポスター
",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,0,0,選択肢なし,,"5,000円以上 10,000円未満","20,000円以上 30,000円未満","10,000円以上 20,000円未満",2～5回目,選択なし/該当施設なし,,選択なし/該当施設なし,,"5,000円以上 10,000円未満",とても満足,,感じなかった,,8,,,福井県在住,
101400,"道の駅「恐竜渓谷かつやま」 エリア",女,1955,67,60代,福井県,福井市,"700万円以上 800万円未満",mobile/android,"2022-08-24 18:28:21",8月,"六呂師高原 エリア","18.六呂師高原 エリア",大野市,勝山市・大野市,,日帰り,福井県内には宿泊しない,福井県内には宿泊しない,福井県外には宿泊しない,夫婦2人,"地元の美味しいものを食べる
ドライブ・ツーリング
",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"その他
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,以前から知っていた。,"県外から訪れていない（福井県在住）
",0,0,0,0,0,0,1,0,"自家用車
",1,0,0,0,0,0,0,0,0,,,使わない,使わない,"3,000円以上 5,000円未満",2～5回目,選択なし/該当施設なし,,選択なし/該当施設なし,,"1,000円未満",満足,,感じなかった,,7,,,,
108033,"永平寺町 エリア",女,1960,62,60代,福井県,吉田郡,"300万円以上 400万円未満",mobile/android,"2022-08-24 17:27:51",8月,"越前和紙の里 エリア","28.越前和紙の里 エリア",越前市,丹南,,日帰り,福井県内には宿泊しない,福井県内には宿泊しない,福井県外には宿泊しない,小学生以下連れの家族,"地元の美味しいものを食べる
まちあるき、都市散策
各種体験（手作り、果物狩りなど）
",0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,"観光パンフレット・ポスター
",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"県外から訪れていない（福井県在住）
",0,0,0,0,0,0,1,0,"自家用車
",1,0,0,0,0,0,0,0,0,,,"3,000円以上 5,000円未満","1,000円以上 3,000円未満","3,000円以上 5,000円未満",2～5回目,選択なし/該当施設なし,,選択なし/該当施設なし,,"3,000円以上 5,000円未満",満足,孫に紙漉き体験をさせたくて出掛け、その後周辺をのんびりと散策できた。,感じた,パピルス館前の公衆トイレが(清潔ではあったが)古かったので、孫が戸惑っていた。,8,整備された後の訪問は久々でした。卯立の工芸館等も訪れ、和紙作りの工程や、特別展等も見応えあり、楽しめました。,飲食店がもう少しあると嬉しいです。,福井県在住,自然も食べ物も人もとても良いものを沢山持っている福井県。どんどん情報発信していってほしいです。
112136,"レインボーライン エリア",男,1974,48,40代,愛知県,東海市,"1,200万円以上 1,500万円未満",mobile/iphone,"2022-08-24 16:15:41",8月,"レインボーライン エリア","59.レインボーライン エリア",美浜町,嶺南東部,三方五湖DMO(株),日帰り,福井県内には宿泊しない,福井県内には宿泊しない,福井県外には宿泊しない,友人,"地元の美味しいものを食べる
名所、旧跡の観光
",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"友人・知人
",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,0,0,,,使わない,"5,000円以上 10,000円未満","5,000円以上 10,000円未満",初めて,福井県海浜自然センター,,選択なし/該当施設なし,,"1,000円以上 3,000円未満",とても満足,"景色が綺麗
休憩所が多い",感じなかった,,10,"割と近い
混んでいない",なにか名物があると良いなあ,また行きたい（1年以内）,来年は家族で来たい
112134,"道の駅「越前」 エリア",女,1983,39,30代,福井県,越前市,"300万円以上 400万円未満",mobile/iphone,"2022-08-24 15:31:35",8月,"道の駅「越前」 エリア","38.道の駅「越前」 エリア",越前町,丹南,,日帰り,福井県内には宿泊しない,越前エリア（越前市・越前町・鯖江市・池田町・南越前町）,石川県加賀市,小学生以下連れの家族,"宿でのんびり過ごす
温泉や露天風呂
地元の美味しいものを食べる
",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"観光展・物産展
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,0,0,とても満足,,"40,000円以上 50,000円未満","5,000円以上 10,000円未満","5,000円以上 10,000円未満",11回目以上,越前がにミュージアム,,きのこの森,,"3,000円以上 5,000円未満",とても満足,,感じなかった,,9,,,福井県在住,
