会員ID,登録エリア,性別,生まれ年,回答時の年齢,年代,都道府県,会員市町村,世帯年収,UA,回答日時,回答月,回答エリア,回答エリア2,市町村,6分類,DMO,宿泊数（全体）,宿泊数（県内）,宿泊エリア（県内）,宿泊エリア（県外）,同行者,訪問目的ALL,宿でのんびり過ごす,温泉や露天風呂,地元の美味しいものを食べる,花見や紅葉などの自然鑑賞,名所、旧跡の観光,テーマパーク（遊園地、動物園、博物館など）,買い物、アウトレット,お祭りやイベントへの参加・見物,スポーツ観戦や芸能鑑賞（コンサート等）,アウトドア（海水浴、釣り、登山など）,まちあるき、都市散策,各種体験（手作り、果物狩りなど）,スキー・スノボ、マリンスポーツ,その他スポーツ（ゴルフ、テニスなど）,ドライブ・ツーリング,友人・親戚を尋ねる,出張など仕事関係,その他,福井県までの交通手段ALL,自家用車,レンタカー,新幹線,在来線,飛行機,旅行会社ツアーバス,県外から訪れていない（福井県在住）,その他,福井県内での交通手段ALL,自家用車,レンタカー,タクシー,在来線,旅行会社ツアーバス,路線バス,徒歩,レンタサイクル,その他,福井県内での交通手段の満足度,福井県内での交通手段の満足度の理由,宿泊費,交通費,県内消費額,エリア訪問回数,情報収集ALL,観光展・物産展,新聞・雑誌・ガイドブック,TV・ラジオ番組やCM,観光パンフレット・ポスター,観光連盟やDMOのHP,インターネット・アプリ,Twitter,Instagram,Facebook,ブログ,友人・知人,観光協会等の案内所,タクシードライバーや地元の人,宿泊施設,その他,アンケート回答前に訪問した主な場所,アンケート回答前に訪問した主な場所FA,アンケート回答後に訪問する予定の主な場所,アンケート回答前に訪問した主な場所FA,エリア総消費額,満足度(商品・サービス),満足度(商品・サービス)の理由,満足度,満足度の理由,不便さ,不便さの内容,NPS,推奨項目,施設に求めるもの,今後の来訪意向,福井県に求めるもの
169619,道の駅「南えちぜん山海里」 エリア,女,1965,59,50代,福井県,鯖江市,500万円以上 600万円未満,mobile/iphone,2024-11-07 22:09:54,11月,道の駅「南えちぜん山海里」 エリア,58.道の駅「南えちぜん山海里」 エリア,南越前町,丹南,,日帰り,福井県内には宿泊しない,福井県内には宿泊しない,福井県外には宿泊しない,友人,"ドライブ・ツーリング
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"県外から訪れていない（福井県在住）
",0,0,0,0,0,0,1,0,"自家用車
",1,0,0,0,0,0,0,0,0,,,使わない,"3,000円以上 5,000円未満",使わない,初めて,"友人・知人
",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,選択なし/該当施設なし,,気比の松原,,使わない,満足,,満足,とても綺麗で、良かった。,感じなかった,,8,,,福井県在住,
169615,web,女,1978,46,40代,富山県,富山市,400万円以上 500万円未満,mobile/iphone,2024-11-07 21:05:24,11月,道の駅みくに ふれあいパーク三里浜 エリア,15.道の駅みくに ふれあいパーク三里浜 エリア,坂井市,あわら市・坂井市,(一社)DMOさかい観光局,1泊,1泊,福井エリア（福井市・永平寺町）,福井県外には宿泊しない,夫婦2人,"名所、旧跡の観光
",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,0,0,,,"5,000円以上 10,000円未満","5,000円以上 10,000円未満","20,000円以上 30,000円未満",初めて,"Instagram
",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,選択なし/該当施設なし,ハニーしょくさいかんつくしの店(スーパー),東尋坊,,"1,000円未満",とても満足,野菜や干物もあり楽しめたため。地元の食材が多く面白かったため。,とても満足,,感じなかった,,10,地元品をまとめて見れるため。,,機会があれば行きたい,
146933,web,女,1956,68,60代,愛知県,稲沢市,500万円以上 600万円未満,mobile/android,2024-11-07 20:59:29,11月,JR九頭竜湖駅 エリア,23.JR九頭竜湖駅 エリア,大野市,勝山市・大野市,,日帰り,福井県内には宿泊しない,福井県内には宿泊しない,福井県外には宿泊しない,夫婦2人,"花見や紅葉などの自然鑑賞
買い物、アウトレット
ドライブ・ツーリング
",0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"自家用車
",1,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,0,0,,,使わない,"1,000円以上 3,000円未満","3,000円以上 5,000円未満",2～5回目,"インターネット・アプリ
",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,選択なし/該当施設なし,,道の駅「越前おおの荒島の郷」,,"1,000円以上 3,000円未満",満足,道の駅、越前おおの荒島の郷は　商品の品揃えが多いので、見るのも選ぶのも楽しいです。,満足,,感じなかった,,8,九頭竜湖の紅葉は未だ早かったですが、見頃は素晴らしいと思うので薦めたいです。,,また行きたい（1年以内）,
169615,web,女,1978,46,40代,富山県,富山市,400万円以上 500万円未満,mobile/iphone,2024-11-07 20:58:05,11月,東尋坊 エリア,10.東尋坊 エリア,坂井市,あわら市・坂井市,(一社)DMOさかい観光局,1泊,1泊,福井エリア（福井市・永平寺町）,福井県外には宿泊しない,夫婦2人,"名所、旧跡の観光
",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,0,0,,,"5,000円以上 10,000円未満","5,000円以上 10,000円未満","20,000円以上 30,000円未満",初めて,"Instagram
",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,選択なし/該当施設なし,道の駅みくに,ファーマーズマーケットきららの丘,,使わない,とても満足,景色のすごさ。,どちらでもない,,感じなかった,,10,景色のすごさ,タワーもレトロな感じがして雰囲気もありましたが、なんとなく活気がないような暗めな感じがしました。もう少し明るさがあればな、と思いました。,機会があれば行きたい,
169617,道の駅「三方五湖」  エリア,男,1958,66,60代,栃木県,那須塩原市,100万円未満,mobile/android,2024-11-07 20:51:00,11月,道の駅「三方五湖」  エリア,83.道の駅「三方五湖」 エリア,若狭町,嶺南東部,三方五湖DMO(株),2泊,2泊,奥越前エリア（勝山市・大野市）,福井県外には宿泊しない,夫婦2人,"名所、旧跡の観光
",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"新幹線
",0,0,1,0,0,0,0,0,"レンタカー
",0,1,0,0,0,0,0,0,0,とても満足,,"30,000円以上 40,000円未満","40,000円以上 50,000円未満","5,000円以上 10,000円未満",初めて,"新聞・雑誌・ガイドブック
インターネット・アプリ
",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,一乗谷朝倉氏遺跡,,選択なし/該当施設なし,明通寺,"10,000円以上 20,000円未満",満足,,満足,,感じた,公共トイレか少ない。,7,レインボーライン山頂公園,,機会があれば行きたい,
169615,web,女,1978,46,40代,富山県,富山市,400万円以上 500万円未満,mobile/iphone,2024-11-07 20:49:11,11月,フルーツライン エリア,18.フルーツライン エリア,あわら市,あわら市・坂井市,,1泊,1泊,福井エリア（福井市・永平寺町）,福井県外には宿泊しない,夫婦2人,"名所、旧跡の観光
",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,0,0,,,"5,000円以上 10,000円未満","5,000円以上 10,000円未満","20,000円以上 30,000円未満",初めて,"Instagram
",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,東尋坊,,選択なし/該当施設なし,,"1,000円以上 3,000円未満",満足,地元の野菜が買えたから。,満足,,感じなかった,,8,,"11月上旬に伺い、とうもろこしが売っていたが、地元ではこの時期当たり前でも普通の時期とずれているため、少し戸惑いました。
この時期おすすめ、とか説明書きがあるとわかりやすいかな、と。",機会があれば行きたい,
169616,レインボーライン エリア,女,1971,53,50代,東京都,世田谷区,200万円以上 300万円未満,mobile/iphone,2024-11-07 20:47:16,11月,レインボーライン エリア,77.レインボーライン エリア,美浜町,嶺南東部,三方五湖DMO(株),3泊,3泊,福井エリア（福井市・永平寺町）,福井県外には宿泊しない,自分ひとり,"温泉や露天風呂
地元の美味しいものを食べる
花見や紅葉などの自然鑑賞
名所、旧跡の観光
出張など仕事関係
",0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,"新幹線
在来線
",0,0,1,1,0,0,0,0,"レンタカー
",0,1,0,0,0,0,0,0,0,とても満足,公共交通では、とても時間がかかるから、レンタカーにしたが、道路が走りやすく、景色もよく、ドライブが快適だった,"20,000円以上 30,000円未満","30,000円以上 40,000円未満","20,000円以上 30,000円未満",初めて,"新聞・雑誌・ガイドブック
観光連盟やDMOのHP
",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,選択なし/該当施設なし,どんと屋,氣比神宮,氣比の松原,"3,000円以上 5,000円未満",とても満足,山頂公園の景色も設備も素晴らしかった,とても満足,足湯も、色々なところにベンチ、ソフアがあり、景観を楽しめ、よい写真も撮れた。,感じなかった,,10,"道路の快適さと、景色の美しさからドライブに最適、
山頂公園の景色とのんびりできる美しい設備",これで満足,機会があれば行きたい,"へしこは味が苦手だったが、福井駅の飲食店で少しだけだし茶漬けにのっていて、とてもおいしかった。今まで多くのせすぎていたことがわかった
アンチョビみたいで、味もおしゃれ。こういうことを広げて行くと、みんなに興味を持たれるでしょう。"
169615,web,女,1978,46,40代,富山県,富山市,400万円以上 500万円未満,mobile/iphone,2024-11-07 20:38:02,11月,越前大仏 エリア,28.越前大仏 エリア,勝山市,勝山市・大野市,勝山市観光まちづくり(株),1泊,1泊,福井エリア（福井市・永平寺町）,福井県外には宿泊しない,夫婦2人,"名所、旧跡の観光
",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,0,0,,,"5,000円以上 10,000円未満","5,000円以上 10,000円未満","20,000円以上 30,000円未満",11回目以上,"Instagram
",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,大本山永平寺,,福井県立恐竜博物館,,"1,000円未満",とても満足,"見応えがすごい。
五重の塔からの景色がきれい。",とても満足,,感じなかった,,10,仏像の並んでる姿は圧巻だったため。,見たら圧巻ですごかったが、他の名所に比べると人が少なく静かに見れたのはよかったが、反面こんないいところが人が少ないのはもったいない、と思った,機会があれば行きたい,
169561,web,男,1979,45,40代,富山県,富山市,400万円以上 500万円未満,mobile/iphone,2024-11-07 20:29:55,11月,道の駅みくに ふれあいパーク三里浜 エリア,15.道の駅みくに ふれあいパーク三里浜 エリア,坂井市,あわら市・坂井市,(一社)DMOさかい観光局,1泊,1泊,福井エリア（福井市・永平寺町）,福井県外には宿泊しない,夫婦2人,"まちあるき、都市散策
",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,0,0,満足,,"5,000円以上 10,000円未満","3,000円以上 5,000円未満","10,000円以上 20,000円未満",初めて,"Instagram
",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,選択なし/該当施設なし,,東尋坊,,"1,000円以上 3,000円未満",満足,海産物から野菜まで幅広く取り揃えており便利でした。,満足,,感じなかった,,6,,,機会があれば行きたい,
169613,一乗谷朝倉氏遺跡 エリア,女,1961,63,60代,大阪府,泉大津市,300万円以上 400万円未満,mobile/android,2024-11-07 20:28:41,11月,一乗谷朝倉氏遺跡 エリア,06.一乗谷朝倉氏遺跡 エリア,福井市,福井市・永平寺町,,3泊,1泊,福井エリア（福井市・永平寺町）,石川県加賀市,夫婦2人,"温泉や露天風呂
名所、旧跡の観光
",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,0,0,満足,平日の為、駐車場の心配もなかったから,"10,000円以上 20,000円未満","10,000円以上 20,000円未満","5,000円以上 10,000円未満",初めて,"宿泊施設
",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,一乗谷朝倉氏遺跡,,九頭竜湖,,"1,000円以上 3,000円未満",どちらでもない,,どちらでもない,,感じなかった,,5,,,機会があれば行きたい,
