会員情報,,,,,,,,,,,,,,,,,Q1,Q2,Q3,Q4,Q5,Q6," ,"," ,"," ,"," ,"," ,"," ,"," ,"," ,"," ,"," ,"," ,"," ,"," ,"," ,"," ,"," ,"," ,"," ,",Q7," ,"," ,"," ,"," ,"," ,"," ,"," ,"," ,"," ,"," ,"," ,"," ,"," ,"," ,"," ,",Q8," ,"," ,"," ,"," ,"," ,"," ,"," ,"," ,",Q9," ,"," ,"," ,"," ,"," ,"," ,"," ,"," ,"," ,",Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q29
会員ID,登録施設,性別,生まれ年,回答時の年齢,年代,都道府県,会員市町村,世帯年収,UA,回答日時,回答月,回答エリア,回答エリア2,市町村,6分類,DMO,宿泊数（全体）,宿泊数（県内）,宿泊エリア（県内）,宿泊エリア（県外）,同行者,訪問目的ALL,宿でのんびり過ごす,温泉や露天風呂,地元の美味しいものを食べる,花見や紅葉などの自然鑑賞,名所、旧跡の観光,テーマパーク（遊園地、動物園、博物館など）,買い物、アウトレット,お祭りやイベントへの参加・見物,スポーツ観戦や芸能鑑賞（コンサート等）,アウトドア（海水浴、釣り、登山など）,まちあるき、都市散策,各種体験（手作り、果物狩りなど）,スキー・スノボ、マリンスポーツ,その他スポーツ（ゴルフ、テニスなど）,ドライブ・ツーリング,友人・親戚を尋ねる,出張など仕事関係,その他,情報収集ALL,観光展・物産展,新聞・雑誌・ガイドブック,TV・ラジオ番組やCM,観光パンフレット・ポスター,観光連盟やDMOのHP,インターネット・アプリ,Twitter,Instagram,Facebook,ブログ,友人・知人,観光協会等の案内所,タクシードライバーや地元の人,宿泊施設,その他,福井県までの交通手段ALL,自家用車,レンタカー,新幹線,在来線,飛行機,旅行会社ツアーバス,県外から訪れていない（福井県在住）,その他,福井県内での交通手段ALL,自家用車,レンタカー,タクシー,在来線,旅行会社ツアーバス,路線バス,徒歩,レンタサイクル,その他,福井県内での交通手段の満足度,福井県内での交通手段の満足度の理由,宿泊費,交通費,県内消費額,エリア訪問回数,アンケート回答前に訪問した主な場所,アンケート回答前に訪問した主な場所FA,アンケート回答後に訪問する予定の主な場所,アンケート回答後に訪問する予定の主な場所FA,エリア総消費額,満足度,満足度の理由,不便さ,不便さの内容,NPS,推奨項目,施設に求めるもの,今後の来訪意向,福井県に求めるもの
112031,"越前和紙の里 エリア",女,1983,39,30代,福井県,越前市,"400万円以上 500万円未満",mobile/android,"2022-08-22 23:50:36",8月,"越前和紙の里 エリア","28.越前和紙の里 エリア",越前市,丹南,,日帰り,福井県内には宿泊しない,福井県内には宿泊しない,福井県外には宿泊しない,中学生以上連れの家族,"名所、旧跡の観光
テーマパーク（遊園地、動物園、博物館など）
まちあるき、都市散策
",0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,"観光パンフレット・ポスター
インターネット・アプリ
",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"県外から訪れていない（福井県在住）
",0,0,0,0,0,0,1,0,"自家用車
",1,0,0,0,0,0,0,0,0,とても満足,駐車場が広く看板も多くわかり易い,使わない,"1,000円未満","1,000円以上 3,000円未満",2～5回目,岡太神社・大瀧神社,,一乗谷朝倉氏遺跡,,"1,000円未満",とても満足,,感じなかった,,10,"お手軽に体験も出来て
とても雰囲気の良い遊歩道や博物館
お土産も買えて過ごしやすいです。","和紙の里の飲食店がもう少し賑やかだといいなと思います。
個人のお土産やさんはやってるのかわからず少し入りにくい。",福井県在住,"高級感か、インスタ映えするようなスポット
県外客へのアピールできる飲食店など
石川県や倉敷など、技術産業と観光の組み合わせが出来るといいなと思います。"
111997,"芝政ワールド エリア",男,1974,48,40代,愛知県,岡崎市,分からない/無回答,pc/others,"2022-08-22 23:25:39",8月,"芝政ワールド エリア","07.芝政ワールド エリア",坂井市,あわら市・坂井市,(一社)DMOさかい観光局,2泊,福井県内には宿泊しない,福井県内には宿泊しない,石川県金沢市,中学生以上連れの家族,"テーマパーク（遊園地、動物園、博物館など）
",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"インターネット・アプリ
",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,0,0,,,使わない,"3,000円以上 5,000円未満","5,000円以上 10,000円未満",初めて,選択なし/該当施設なし,,選択なし/該当施設なし,,"5,000円以上 10,000円未満",満足,一部、稼動していないアトラクションがあったため,感じなかった,,7,,,機会があれば行きたい,
112030,web,女,1981,41,40代,岡山県,新見市,"300万円以上 400万円未満",mobile/android,"2022-08-22 21:38:22",8月,"金ヶ崎 エリア","49.金ヶ崎 エリア",敦賀市,嶺南東部,,3泊,1泊,嶺南エリア（敦賀市・美浜町・若狭町・小浜市・おおい町・高浜町）,長野県,小学生以下連れの家族,"宿でのんびり過ごす
地元の美味しいものを食べる
まちあるき、都市散策
",1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"インターネット・アプリ
",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,0,0,,,"10,000円以上 20,000円未満","30,000円以上 40,000円未満","20,000円以上 30,000円未満",初めて,氣比神宮,,敦賀赤レンガ倉庫,,"40,000円以上 50,000円未満",満足,新鮮な海の幸が美味しかった。,感じなかった,,5,海の幸が美味しい、海が近い,海の幸、カフェ,機会があれば行きたい,
112029,"うみんぴあ大飯 エリア",女,1975,47,40代,福井県,大飯郡,分からない/無回答,mobile/iphone,"2022-08-22 21:36:21",8月,"うみんぴあ大飯 エリア","64.うみんぴあ大飯 エリア",おおい町,嶺南西部,,日帰り,福井県内には宿泊しない,福井県内には宿泊しない,福井県外には宿泊しない,小学生以下連れの家族,"お祭りやイベントへの参加・見物
",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"観光パンフレット・ポスター
",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"県外から訪れていない（福井県在住）
",0,0,0,0,0,0,1,0,"自家用車
",1,0,0,0,0,0,0,0,0,,,"1,000円以上 3,000円未満","1,000円未満","1,000円以上 3,000円未満",6～10回目,選択なし/該当施設なし,,選択なし/該当施設なし,,"1,000円以上 3,000円未満",満足,,感じなかった,,7,,,また行きたい（1年以内）,
112025,"道の駅「越前」 エリア",男,1976,46,40代,三重県,三重郡,"200万円以上 300万円未満",mobile/android,"2022-08-22 21:35:39",8月,"道の駅「越前」 エリア","38.道の駅「越前」 エリア",越前町,丹南,,日帰り,福井県内には宿泊しない,福井県内には宿泊しない,福井県外には宿泊しない,自分ひとり,"温泉や露天風呂
地元の美味しいものを食べる
名所、旧跡の観光
",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"インターネット・アプリ
",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,0,0,,,使わない,"5,000円以上 10,000円未満","3,000円以上 5,000円未満",2～5回目,氣比神宮,,選択なし/該当施設なし,いさりび温泉,"1,000円未満",満足,温泉良かった！,感じた,レストランが締まっていた。売店も締まるのが早い,6,いさりび温泉,夏だったので、冷たいもの（ソフトクリーム、かき氷等）が食べたいが、販売していなかった,機会があれば行きたい,クーポン券が使える無料のフリーペーパーがあると、そこへ寄ることもありついでに何かを買うこともあるのかも
112020,web,女,1982,40,40代,神奈川県,藤沢市,"400万円以上 500万円未満",mobile/iphone,"2022-08-22 20:11:34",8月,"東尋坊 エリア","06.東尋坊 エリア",坂井市,あわら市・坂井市,(一社)DMOさかい観光局,2泊,2泊,福井エリア（福井市・永平寺町）,福井県外には宿泊しない,自分ひとり,"地元の美味しいものを食べる
名所、旧跡の観光
",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"新聞・雑誌・ガイドブック
インターネット・アプリ
",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,0,0,,,"5,000円以上 10,000円未満","20,000円以上 30,000円未満","50,000円以上 100,000円未満",初めて,氣比神宮,,丸岡城,,"1,000円以上 3,000円未満",とても満足,絶景。しかも天気も良くて最高でした。,感じた,駐車場と駐車料金,10,神社、お寺、観光、どれも好きになりました。,,機会があれば行きたい,
108019,"敦賀市立博物館 エリア",女,1976,46,40代,福井県,敦賀市,"500万円以上 600万円未満",mobile/android,"2022-08-22 20:05:19",8月,"永平寺門前 エリア","25.永平寺門前 エリア",永平寺町,福井市・永平寺町,,1泊,1泊,越前エリア（越前市・越前町・鯖江市・池田町・南越前町）,福井県外には宿泊しない,友人,"お祭りやイベントへの参加・見物
",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"インターネット・アプリ
友人・知人
",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,"新幹線
",0,0,1,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,0,0,,,"5,000円以上 10,000円未満","20,000円以上 30,000円未満","5,000円以上 10,000円未満",2～5回目,敦賀赤レンガ倉庫,,福井駅,,"3,000円以上 5,000円未満",満足,永平寺の大きな杉の木は不思議な気持ちになった。冷たい風も吹いて素晴らしい空間だった。,感じなかった,中部縦貫自動車道に乗ってしまい焦ってしまった。,8,永平寺は高尚な気持ちになって良い。普段の生活から離れて気持ちが落ち着く。,おろし蕎麦、ソースカツ丼以外にも福井の美味しいものを食べたいので選択肢を増やして欲しい。,また行きたい（1年以内）,だるまプリンや羽二重くるみのような美味しいお土産が多いのは良いと思う。体験型のアクティビティが増えると良いと思う。
112019,web,女,1967,55,50代,和歌山県,岩出市,"800万円以上 900万円未満",mobile/iphone,"2022-08-22 19:50:57",8月,"道の駅「南えちぜん山海里」 エリア","43.道の駅「南えちぜん山海里」 エリア",南越前町,丹南,,1泊,福井県内には宿泊しない,福井県内には宿泊しない,石川県金沢市,夫婦2人,"地元の美味しいものを食べる
買い物、アウトレット
",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"観光パンフレット・ポスター
",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,0,0,,,"40,000円以上 50,000円未満","20,000円以上 30,000円未満","3,000円以上 5,000円未満",初めて,選択なし/該当施設なし,白山比咩神社,メタセコイア並木（滋賀県）,,"3,000円以上 5,000円未満",とても満足,"綺麗でお土産品も多く
食べるところもおしゃれ",感じなかった,,10,子供も楽しそう,とてもいいです。,機会があれば行きたい,"孫と一緒に来れる
子供や赤ちゃんに優しい"
112018,"道の駅「若狭おばま」 エリア",女,1985,37,30代,福井県,敦賀市,"300万円以上 400万円未満",mobile/iphone,"2022-08-22 19:50:01",8月,"若狭フィッシャーマンズワーフ エリア","53.若狭フィッシャーマンズワーフ エリア",小浜市,嶺南西部,(株)まちづくり小浜,日帰り,福井県内には宿泊しない,福井県内には宿泊しない,福井県外には宿泊しない,小学生以下連れの家族,"名所、旧跡の観光
",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Instagram
",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"県外から訪れていない（福井県在住）
",0,0,0,0,0,0,1,0,"自家用車
",1,0,0,0,0,0,0,0,0,,,使わない,使わない,"3,000円以上 5,000円未満",2～5回目,選択なし/該当施設なし,,道の駅「若狭おばま」,,"3,000円以上 5,000円未満",満足,蘇洞門巡り、楽しかったです。,感じなかった,,10,,もう少し軽食があると嬉しい。,福井県在住,
