会員ID,登録エリア,性別,生まれ年,回答時の年齢,年代,都道府県,会員市町村,世帯年収,UA,回答日時,回答月,回答エリア,回答エリア2,市町村,6分類,DMO,宿泊数（全体）,宿泊数（県内）,宿泊エリア（県内）,宿泊エリア（県外）,同行者,訪問目的ALL,宿でのんびり過ごす,温泉や露天風呂,地元の美味しいものを食べる,花見や紅葉などの自然鑑賞,名所、旧跡の観光,テーマパーク（遊園地、動物園、博物館など）,買い物、アウトレット,お祭りやイベントへの参加・見物,スポーツ観戦や芸能鑑賞（コンサート等）,アウトドア（海水浴、釣り、登山など）,まちあるき、都市散策,各種体験（手作り、果物狩りなど）,スキー・スノボ、マリンスポーツ,その他スポーツ（ゴルフ、テニスなど）,ドライブ・ツーリング,友人・親戚を尋ねる,出張など仕事関係,その他,福井県までの交通手段ALL,自家用車,レンタカー,新幹線,在来線,飛行機,旅行会社ツアーバス,県外から訪れていない（福井県在住）,その他,福井県内での交通手段ALL,自家用車,レンタカー,タクシー,在来線,旅行会社ツアーバス,路線バス,徒歩,レンタサイクル,その他,福井県内での交通手段の満足度,福井県内での交通手段の満足度の理由,宿泊費,交通費,県内消費額,エリア訪問回数,情報収集ALL,観光展・物産展,新聞・雑誌・ガイドブック,TV・ラジオ番組やCM,観光パンフレット・ポスター,観光連盟やDMOのHP,インターネット・アプリ,Twitter,Instagram,Facebook,ブログ,友人・知人,観光協会等の案内所,タクシードライバーや地元の人,宿泊施設,その他,アンケート回答前に訪問した主な場所,アンケート回答前に訪問した主な場所FA,アンケート回答後に訪問する予定の主な場所,アンケート回答前に訪問した主な場所FA,エリア総消費額,満足度(商品・サービス),満足度(商品・サービス)の理由,満足度,満足度の理由,不便さ,不便さの内容,NPS,推奨項目,施設に求めるもの,今後の来訪意向,福井県に求めるもの
199225,うるしの里 エリア,女,1966,60,60代,岡山県,岡山市南区,300万円以上 400万円未満,mobile/android,2026-04-09 20:26:08,4月,道の駅「三方五湖」  エリア,83.道の駅「三方五湖」 エリア,若狭町,嶺南東部,三方五湖DMO(株),3泊,3泊,嶺南エリア（敦賀市・美浜町・若狭町・小浜市・おおい町・高浜町）,福井県外には宿泊しない,夫婦2人,"まちあるき、都市散策
",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"その他
",0,0,0,0,0,0,0,車のみ,"自家用車
その他
",1,0,0,0,0,0,0,0,車のみ,,,"5,000円以上 10,000円未満","10,000円以上 20,000円未満","30,000円以上 40,000円未満",初めて,"観光パンフレット・ポスター
",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,氣比神宮,,西福寺,気比の松原,"5,000円以上 10,000円未満",満足,コロナ等の為仕方ないと思うがお土産の試食が出来ないのが残念。京都の八ツ橋みたいにお茶とセットにして売るサービスがあるといい。,満足,ここに旅行に来て初めてわかったが火水木が休みの所が多い。行ったら休みの所が何箇所かあり残念だった,感じた,平日が休みの所が多い。勿論休みは必要です。今度はしっかり調べて来ます,7,三方五湖からの眺めは素晴らしかった。年縞博物館もとても面白かった。隣の縄文博物館も。思った以上に時間をかけて見学しました。,お土産をお茶と一緒に食べられるようにして欲しい。いろいろ試したいのがあった。羽二重餅も種類が多くあちこちでそういうサービスがあればうれしい,機会があれば行きたい,魚の美味しいのが食べられて良かった。若狭牛も食べてみたかったが回った所ではあまり見なかった
126039,フルーツライン エリア,女,1956,70,70代,福井県,あわら市,分からない/無回答,mobile/android,2026-04-09 20:10:28,4月,フルーツライン エリア,18.フルーツライン エリア,あわら市,あわら市・坂井市,,日帰り,福井県内には宿泊しない,福井県内には宿泊しない,福井県外には宿泊しない,自分ひとり,"買い物、アウトレット
",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"県外から訪れていない（福井県在住）
",0,0,0,0,0,0,1,0,"自家用車
",1,0,0,0,0,0,0,0,0,,,使わない,使わない,"1,000円以上 3,000円未満",11回目以上,"その他
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,地元,選択なし/該当施設なし,,選択なし/該当施設なし,,"1,000円以上 3,000円未満",とても不満,"昼すぎに行くと欲しい商品が売り切れのことが多い。
果物購入しても甘くないことが多い。
梨4個で１０００円購入したが全部傷んでいた。交換しにいくのも面倒なのであきらめた。メロン購入したこともあったが、全然甘くなく、清見オレンジも酸っぱかった。果物は本当に買う気がしなくなった。",不満,,感じた,,2,,,福井県在住,
168818,web,女,1972,54,50代,福井県,坂井市,"1,500万円以上",mobile/iphone,2026-04-09 19:40:27,4月,道の駅「恐竜渓谷かつやま」 エリア,26.道の駅「恐竜渓谷かつやま」 エリア,勝山市,勝山市・大野市,勝山市観光まちづくり(株),日帰り,福井県内には宿泊しない,福井県内には宿泊しない,福井県外には宿泊しない,自分ひとり,"花見や紅葉などの自然鑑賞
",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"県外から訪れていない（福井県在住）
",0,0,0,0,0,0,1,0,"自家用車
",1,0,0,0,0,0,0,0,0,満足,,使わない,"1,000円未満","3,000円以上 5,000円未満",6～10回目,"観光展・物産展
新聞・雑誌・ガイドブック
TV・ラジオ番組やCM
Instagram
",1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,選択なし/該当施設なし,たけくらべ広場,道の駅「越前おおの荒島の郷」,,"1,000円以上 3,000円未満",満足,食事メニューが少ない,どちらでもない,,感じなかった,,7,,,また行きたい（1年以内）,
195703,web,男,1967,59,50代,愛知県,名古屋市緑区,600万円以上 700万円未満,mobile/iphone,2026-04-09 19:07:25,4月,福井駅前 エリア（宿泊施設）,02.福井駅前 エリア（宿泊施設）,福井市,福井市・永平寺町,,4泊以上,2泊,福井エリア（福井市・永平寺町）,石川県金沢市,自分ひとり,"出張など仕事関係
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"新幹線
",0,0,1,0,0,0,0,0,"徒歩
",0,0,0,0,0,0,1,0,0,,,"10,000円以上 20,000円未満","40,000円以上 50,000円未満","5,000円以上 10,000円未満",11回目以上,"宿泊施設
",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,選択なし/該当施設なし,,選択なし/該当施設なし,,使わない,満足,,満足,,感じなかった,,10,,,また行きたい（1年以内）,
199252,web,女,1979,47,40代,京都府,京都市山科区,700万円以上 800万円未満,mobile/android,2026-04-09 18:39:27,4月,道の駅「南えちぜん山海里」 エリア,58.道の駅「南えちぜん山海里」 エリア,南越前町,丹南,,1泊,1泊,三国・あわらエリア（あわら市・坂井市）,福井県外には宿泊しない,小学生以下連れの家族,"名所、旧跡の観光
",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,0,0,とても満足,,"10,000円以上 20,000円未満","1,000円以上 3,000円未満","10,000円以上 20,000円未満",2～5回目,"宿泊施設
",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,東尋坊,,選択なし/該当施設なし,,"1,000円以上 3,000円未満",とても満足,南条SA綺麗で広くて道の駅もあって公園もあり子どもたちが喜んでいたし親みも嬉しい。,とても満足,道の駅の品数がおおい。お土産の種類も多い。完璧。,感じなかった,,10,,,機会があれば行きたい,かに！
199269,道の駅「越前」 エリア,女,1962,64,60代,福岡県,糸島市,分からない/無回答,mobile/android,2026-04-09 17:55:47,4月,道の駅「越前」 エリア,49.道の駅「越前」 エリア,越前町,丹南,一般社団法人 越前町観光連盟（DMO ECHIZEN）,4泊以上,2泊,越前エリア（越前市・越前町・鯖江市・池田町・南越前町）,滋賀県,夫婦2人,"地元の美味しいものを食べる
テーマパーク（遊園地、動物園、博物館など）
まちあるき、都市散策
",0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,0,0,どちらでもない,,"20,000円以上 30,000円未満","100,000円以上","20,000円以上 30,000円未満",初めて,"インターネット・アプリ
",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,びわ湖（滋賀県）,,福井県立恐竜博物館,,"3,000円以上 5,000円未満",どちらでもない,道の駅越前のお風呂は最高だったけど、レストランのご飯が美味しく無かったから,どちらでもない,スタッフの、方々の、対応はきちんとしてるけど、ご飯（お米）が美味しくないから,感じた,,5,,,機会があれば行きたい,
199252,web,女,1979,47,40代,京都府,京都市山科区,700万円以上 800万円未満,mobile/android,2026-04-09 17:27:47,4月,北潟湖 エリア,20.北潟湖 エリア,あわら市,あわら市・坂井市,,1泊,1泊,三国・あわらエリア（あわら市・坂井市）,福井県外には宿泊しない,小学生以下連れの家族,"温泉や露天風呂
名所、旧跡の観光
",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,0,0,とても満足,,"10,000円以上 20,000円未満","1,000円以上 3,000円未満","10,000円以上 20,000円未満",2～5回目,"観光パンフレット・ポスター
宿泊施設
",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,北潟湖畔公園・サイクリングパーク,あわら温泉駅前足湯,エルガイアおおい,,"3,000円以上 5,000円未満",とても満足,北潟湖の桜を見ながら道の駅でさつまいもの串揚げを食べてはじめての味でとても美味しかった。,とても満足,蓮如のさと道の駅では地元野菜を期待したけどさつまいもばかりでがっかり。春なので山菜やたけのこ、いちごなどがあれば嬉しかったです。施設やトイレが綺麗で職員さんも丁寧で優しかったです。,感じなかった,,9,石川との境が子供たちに以外と受けてました。,地元野菜の充実,機会があれば行きたい,
178916,金ヶ崎 エリア,男,1999,27,20代,大阪府,大阪市鶴見区,800万円以上 900万円未満,mobile/android,2026-04-09 16:21:58,4月,道の駅「三方五湖」  エリア,83.道の駅「三方五湖」 エリア,若狭町,嶺南東部,三方五湖DMO(株),日帰り,福井県内には宿泊しない,福井県内には宿泊しない,福井県外には宿泊しない,自分ひとり,"ドライブ・ツーリング
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"レンタカー
",0,1,0,0,0,0,0,0,"レンタカー
",0,1,0,0,0,0,0,0,0,,,"1,000円未満","10,000円以上 20,000円未満","1,000円未満",2～5回目,"インターネット・アプリ
",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,選択なし/該当施設なし,,選択なし/該当施設なし,,使わない,どちらでもない,,どちらでもない,,感じなかった,,9,,,また行きたい（1年以内）,
199265,JR美浜駅 エリア,男,1954,72,70代,福井県,三方郡,100万円未満,mobile/android,2026-04-09 15:53:00,4月,JR美浜駅 エリア,79.JR美浜駅 エリア,美浜町,嶺南東部,三方五湖DMO(株),日帰り,福井県内には宿泊しない,福井県内には宿泊しない,福井県外には宿泊しない,自分ひとり,"買い物、アウトレット
",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,0,0,満足,,使わない,"3,000円以上 5,000円未満","5,000円以上 10,000円未満",11回目以上,"観光パンフレット・ポスター
",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,敦賀赤レンガ倉庫,,氣比神宮,,使わない,満足,,満足,,感じなかった,,7,,,機会があれば行きたい,
199255,web,男,1977,49,40代,鳥取県,鳥取市,400万円以上 500万円未満,mobile/android,2026-04-09 13:00:32,4月,道の駅「若狭おばま」 エリア,68.道の駅「若狭おばま」 エリア,小浜市,嶺南西部,(株)まちづくり小浜,3泊,2泊,越前エリア（越前市・越前町・鯖江市・池田町・南越前町）,富山市,その他家族,"花見や紅葉などの自然鑑賞
買い物、アウトレット
友人・親戚を尋ねる
",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,"自家用車
",1,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,0,0,,,"5,000円以上 10,000円未満","30,000円以上 40,000円未満","20,000円以上 30,000円未満",2～5回目,"インターネット・アプリ
友人・知人
",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,道の駅「西山公園」,,選択なし/該当施設なし,帰宅,"5,000円以上 10,000円未満",満足,フードの提供に、少し時間が掛かった&hellip;。,とても満足,以前より綺麗になって、お土産も増えていました！,感じなかった,,9,鯖を使った寿司やバーガーを堪能してほしい！,,機会があれば行きたい,いろんな焼鯖寿司を食べてみたいです。
