133261,web,,女,1976,47,40代,東京都,港区,"1,500万円以上",mobile/iphone,"2023-05-10 23:57:15",5月,"大本山 永平寺 エリア","大本山 永平寺","34.大本山 永平寺 エリア",永平寺町,福井市・永平寺町,,4泊以上,4泊以上,福井エリア（福井市・永平寺町）,石川県加賀市,自分ひとり,"まちあるき、都市散策
",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"飛行機
",0,0,0,0,1,0,0,0,"レンタサイクル
",0,0,0,0,0,0,0,1,0,どちらでもない,坂がきつかったが、食べ物のお店にちょこちょこ寄れたのは良かった,"5,000円以上 10,000円未満","30,000円以上 40,000円未満","20,000円以上 30,000円未満",2～5回目,"観光協会等の案内所
",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,一乗谷朝倉氏遺跡,,北の庄城址・柴田公園,,"3,000円以上 5,000円未満",どちらでもない,観光地観光地していて、厳かな雰囲気ではなく残念だった,どちらでもない,,感じなかった,,5,,胡麻豆腐が有名で購入はしたが、割高だなぁと感じた。胡麻豆腐に限らず、せっかくのご当地なら、ご当地だからこその価格帯になると嬉しい。東京で買うのと一緒ではつまらない。,機会があれば行きたい,
133261,web,,女,1976,47,40代,東京都,港区,"1,500万円以上",mobile/iphone,"2023-05-10 23:50:20",5月,"一乗谷朝倉氏遺跡 エリア","特別史跡 一乗谷朝倉氏遺跡","06.一乗谷朝倉氏遺跡 エリア",福井市,福井市・永平寺町,,4泊以上,4泊以上,福井エリア（福井市・永平寺町）,石川県加賀市,自分ひとり,"まちあるき、都市散策
",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"飛行機
",0,0,0,0,1,0,0,0,"レンタサイクル
",0,0,0,0,0,0,0,1,0,満足,"比較的平坦な道のりで、
景色も良かったので","5,000円以上 10,000円未満","30,000円以上 40,000円未満","20,000円以上 30,000円未満",初めて,"観光協会等の案内所
",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,道の駅「一乗谷あさくら水の駅」,,大本山永平寺,,"1,000円未満",満足,"復元町並みで、風鈴がたくさんあるステキなスポットがあったが、
近くでずっと草刈りをしていて、
せっかくの音を楽しむことができなかった。",満足,,感じなかった,,9,,,機会があれば行きたい,
133418,"道の駅「越前」 エリア",,女,1956,67,60代,愛知県,豊橋市,分からない/無回答,mobile/iphone,"2023-05-10 23:30:18",5月,"道の駅「越前」 エリア",道の駅「越前」（アンテナショップ）,"49.道の駅「越前」 エリア",越前町,丹南,,1泊,1泊,越前エリア（越前市・越前町・鯖江市・池田町・南越前町）,福井県外には宿泊しない,夫婦2人,"地元の美味しいものを食べる
名所、旧跡の観光
",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,0,0,,,"5,000円以上 10,000円未満","10,000円以上 20,000円未満","10,000円以上 20,000円未満",初めて,"その他
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,行き先への通過点で、良さそうだったから,越前海岸,,越前大野城,,"3,000円以上 5,000円未満",満足,,満足,,感じなかった,,10,,,また行きたい（1年以内）,
133416,web,,女,1985,38,30代,広島県,広島市安佐南区,"400万円以上 500万円未満",mobile/iphone,"2023-05-10 23:02:15",5月,"えちぜん鉄道 永平寺口駅 エリア","えちぜん鉄道 永平寺口駅 エリア","31.えちぜん鉄道 永平寺口駅 エリア",永平寺町,福井市・永平寺町,,4泊以上,3泊,越前エリア（越前市・越前町・鯖江市・池田町・南越前町）,石川県金沢市,自分ひとり,"まちあるき、都市散策
",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,0,0,,,"3,000円以上 5,000円未満","10,000円以上 20,000円未満","20,000円以上 30,000円未満",初めて,"インターネット・アプリ
",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,丸岡城,,一乗谷朝倉氏遺跡,,"3,000円以上 5,000円未満",とても満足,,とても満足,,感じなかった,,10,,,また行きたい（1年以内）,
133413,"道の駅みくに ふれあいパーク三里浜 エリア",,女,1996,27,20代,福井県,坂井市,"200万円以上 300万円未満",mobile/iphone,"2023-05-10 20:55:12",5月,"道の駅みくに ふれあいパーク三里浜 エリア","道の駅みくに ふれあいパーク三里浜 エリア","15.道の駅みくに ふれあいパーク三里浜 エリア",坂井市,あわら市・坂井市,(一社)DMOさかい観光局,日帰り,福井県内には宿泊しない,三国・あわらエリア（あわら市・坂井市）,その他,その他,"地元の美味しいものを食べる
",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"その他
",0,0,0,0,0,0,0,1,"自家用車
",1,0,0,0,0,0,0,0,0,満足,,使わない,使わない,使わない,11回目以上,"その他
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,三国サンセットビーチ,,選択なし/該当施設なし,,使わない,満足,,満足,,感じなかった,,8,,,福井県在住,
133408,web,,女,1962,61,60代,大阪府,吹田市,"200万円以上 300万円未満",mobile/android,"2023-05-10 18:51:19",5月,"一乗谷朝倉氏遺跡 エリア","道の駅 一乗谷あさくら水の駅","06.一乗谷朝倉氏遺跡 エリア",福井市,福井市・永平寺町,,2泊,1泊,越前エリア（越前市・越前町・鯖江市・池田町・南越前町）,富山県,その他家族,"スポーツ観戦や芸能鑑賞（コンサート等）
友人・親戚を尋ねる
",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,"自家用車
",1,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,0,0,,,"5,000円以上 10,000円未満","50,000円以上 100,000円未満","3,000円以上 5,000円未満",初めて,"その他
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,道の駅,選択なし/該当施設なし,福井工大,選択なし/該当施設なし,SAのみ,"1,000円以上 3,000円未満",満足,,満足,,感じなかった,,8,,,機会があれば行きたい,美味しいものが多いですね。人も親切です。お米、そば、お饅頭、水羊羹、その他地元の美味しいものをいろいろチェックしてみたいです。
133406,"丸岡城 エリア",,女,1993,30,30代,石川県,能美市,"600万円以上 700万円未満",mobile/iphone,"2023-05-10 18:38:46",5月,"丸岡城 エリア","丸岡城 エリア","13.丸岡城 エリア",坂井市,あわら市・坂井市,(一社)DMOさかい観光局,2泊,2泊,福井エリア（福井市・永平寺町）,福井県外には宿泊しない,小学生以下連れの家族,"お祭りやイベントへの参加・見物
友人・親戚を尋ねる
",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,"自家用車
",1,0,0,0,0,0,0,0,"自家用車
徒歩
",1,0,0,0,0,0,1,0,0,,,"10,000円以上 20,000円未満",使わない,"5,000円以上 10,000円未満",2～5回目,"新聞・雑誌・ガイドブック
観光パンフレット・ポスター
",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,道の駅「南えちぜん山海里」,,選択なし/該当施設なし,,"1,000円以上 3,000円未満",どちらでもない,,どちらでもない,丸岡城周辺が、リニューアル工事中だったため残念&hellip;。優良ゾーンのため、上に行かなかったのが残念。,感じた,授乳室がなくて残念。,6,,,また行きたい（1年以内）,
101002,web,,男,1965,58,50代,福井県,越前市,"500万円以上 600万円未満",mobile/iphone,"2023-05-10 18:22:40",5月,"越前そばの里 エリア","越前そばの里 エリア","37.越前そばの里 エリア",越前市,丹南,,日帰り,1泊,三国・あわらエリア（あわら市・坂井市）,京都府,夫婦2人,"地元の美味しいものを食べる
名所、旧跡の観光
",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,0,0,とても満足,,"10,000円以上 20,000円未満","10,000円以上 20,000円未満","10,000円以上 20,000円未満",11回目以上,"観光展・物産展
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,選択なし/該当施設なし,,選択なし/該当施設なし,,"1,000円以上 3,000円未満",とても満足,,とても満足,,感じなかった,,5,,,また行きたい（1年以内）,
133405,web,,女,1967,56,50代,福井県,越前市,"900万円以上 1,000万円未満",mobile/iphone,"2023-05-10 17:27:43",5月,"道の駅「越前」 エリア",道の駅「越前」（アンテナショップ）,"49.道の駅「越前」 エリア",越前町,丹南,,日帰り,福井県内には宿泊しない,福井県内には宿泊しない,福井県外には宿泊しない,自分ひとり,"名所、旧跡の観光
",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,0,0,とても満足,,使わない,使わない,"1,000円以上 3,000円未満",6～10回目,"新聞・雑誌・ガイドブック
",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,選択なし/該当施設なし,,選択なし/該当施設なし,,"1,000円未満",とても満足,,とても満足,,感じた,"お食事どころの営業時間が短くなったが、はっきりと営業時間の案内というものがどこに表示されているのかわからなかった。
本日は終了しましたの案内のみだった。",2,,,,
133405,web,,女,1967,56,50代,福井県,越前市,"900万円以上 1,000万円未満",mobile/iphone,"2023-05-10 16:50:05",5月,"越前海岸 越前岬 エリア",越前岬水仙ランド,"53.越前海岸 越前岬 エリア",越前町,丹南,,日帰り,福井県内には宿泊しない,福井県内には宿泊しない,福井県外には宿泊しない,自分ひとり,"温泉や露天風呂
名所、旧跡の観光
",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,0,0,とても満足,,使わない,使わない,"1,000円以上 3,000円未満",2～5回目,"新聞・雑誌・ガイドブック
",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,選択なし/該当施設なし,,選択なし/該当施設なし,,使わない,どちらでもない,,どちらでもない,,感じなかった,,2,,,,
