会員情報,,,,,,,,,,,,,,,,,Q1,Q2,Q3,Q4,Q5,Q6," ,"," ,"," ,"," ,"," ,"," ,"," ,"," ,"," ,"," ,"," ,"," ,"," ,"," ,"," ,"," ,"," ,"," ,",Q7," ,"," ,"," ,"," ,"," ,"," ,"," ,"," ,"," ,"," ,"," ,"," ,"," ,"," ,"," ,",Q8," ,"," ,"," ,"," ,"," ,"," ,"," ,"," ,",Q9," ,"," ,"," ,"," ,"," ,"," ,"," ,"," ,"," ,",Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q29
会員ID,登録施設,性別,生まれ年,回答時の年齢,年代,都道府県,会員市町村,世帯年収,UA,回答日時,回答月,回答エリア,回答エリア2,市町村,6分類,DMO,宿泊数（全体）,宿泊数（県内）,宿泊エリア（県内）,宿泊エリア（県外）,同行者,訪問目的ALL,宿でのんびり過ごす,温泉や露天風呂,地元の美味しいものを食べる,花見や紅葉などの自然鑑賞,名所、旧跡の観光,テーマパーク（遊園地、動物園、博物館など）,買い物、アウトレット,お祭りやイベントへの参加・見物,スポーツ観戦や芸能鑑賞（コンサート等）,アウトドア（海水浴、釣り、登山など）,まちあるき、都市散策,各種体験（手作り、果物狩りなど）,スキー・スノボ、マリンスポーツ,その他スポーツ（ゴルフ、テニスなど）,ドライブ・ツーリング,友人・親戚を尋ねる,出張など仕事関係,その他,情報収集ALL,観光展・物産展,新聞・雑誌・ガイドブック,TV・ラジオ番組やCM,観光パンフレット・ポスター,観光連盟やDMOのHP,インターネット・アプリ,Twitter,Instagram,Facebook,ブログ,友人・知人,観光協会等の案内所,タクシードライバーや地元の人,宿泊施設,その他,福井県までの交通手段ALL,自家用車,レンタカー,新幹線,在来線,飛行機,旅行会社ツアーバス,県外から訪れていない（福井県在住）,その他,福井県内での交通手段ALL,自家用車,レンタカー,タクシー,在来線,旅行会社ツアーバス,路線バス,徒歩,レンタサイクル,その他,福井県内での交通手段の満足度,福井県内での交通手段の満足度の理由,宿泊費,交通費,県内消費額,エリア訪問回数,アンケート回答前に訪問した主な場所,アンケート回答前に訪問した主な場所FA,アンケート回答後に訪問する予定の主な場所,アンケート回答後に訪問する予定の主な場所FA,エリア総消費額,満足度,満足度の理由,不便さ,不便さの内容,NPS,推奨項目,施設に求めるもの,今後の来訪意向,福井県に求めるもの
103910,"北潟湖 エリア",男,1976,46,40代,石川県,野々市市,"500万円以上 600万円未満",mobile/android,"2022-05-15 23:58:25",5月,"北潟湖 エリア","14.北潟湖 エリア",あわら市,あわら市・坂井市,,1泊,1泊,三国・あわらエリア（あわら市・坂井市）,福井県外には宿泊しない,小学生以下連れの家族,"温泉や露天風呂
地元の美味しいものを食べる
テーマパーク（遊園地、動物園、博物館など）
",0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"インターネット・アプリ
",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,0,0,,,"10,000円以上 20,000円未満","1,000円以上 3,000円未満","3,000円以上 5,000円未満",初めて,選択なし/該当施設なし,,越前松島水族館,,"1,000円未満",とても満足,,感じなかった,,8,,,また行きたい（1年以内）,
103908,"道の駅「越前おおの荒島の郷」 エリア",男,1962,60,60代,福井県,福井市,"400万円以上 500万円未満",mobile/android,"2022-05-15 23:48:24",5月,"道の駅「越前おおの荒島の郷」 エリア","16.道の駅「越前おおの荒島の郷」 エリア",大野市,勝山市・大野市,,日帰り,福井県内には宿泊しない,福井県内には宿泊しない,福井県外には宿泊しない,夫婦2人,"地元の美味しいものを食べる
買い物、アウトレット
",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"新聞・雑誌・ガイドブック
",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"県外から訪れていない（福井県在住）
",0,0,0,0,0,0,1,0,"自家用車
",1,0,0,0,0,0,0,0,0,,,"1,000円以上 3,000円未満","1,000円以上 3,000円未満","1,000円以上 3,000円未満",2～5回目,選択なし/該当施設なし,,選択なし/該当施設なし,,"1,000円以上 3,000円未満",とても満足,清潔感が溢れている。,感じなかった,,8,,"フードコーナーの九頭龍舞茸ラーメンの舞茸天ぷらは衣が多くて油っ濃く舞茸の風味が全く感じられなかった。
大々的に九頭龍舞茸をアピールしているのにとても残念です&hellip;&hellip;。
天ぷらにしないでそのままの形でラーメンの上にトッピングした方が見た目も食感も楽しめると思います。
ちなみに他のラーメン屋さんのキノコラーメンは豪快に大きいキノコが姿見のままトッピングされていてとても美味しいです。
今度そちらにお邪魔した際に改善されているとうれしいです。",また行きたい（1年以内）,"大野市には風貌豊かな天空の城大野城がありますがそのふもとの街並みが少し寂しく感じます。
予算等今さら感は有りますが岐阜高山の様な古い街並みがお城眼下に拡がっていると全国的にも観光客が大勢訪れるのではないかと思います。
新幹線延伸に向けまたと無い絶好の機会では無いかと感じます。
また、大野並び勝山には是非連携を図り単なる休憩所では無く、観光スポットとしての魅力をふんだんにアピールして貰いたいです。"
103909,web,女,1992,30,30代,京都府,舞鶴市,"500万円以上 600万円未満",mobile/iphone,"2022-05-15 23:34:29",5月,"うみんぴあ大飯 エリア","64.うみんぴあ大飯 エリア",おおい町,嶺南西部,,日帰り,福井県内には宿泊しない,福井県内には宿泊しない,福井県外には宿泊しない,小学生以下連れの家族,"各種体験（手作り、果物狩りなど）
",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"観光パンフレット・ポスター
",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,0,0,,,使わない,"1,000円以上 3,000円未満","1,000円以上 3,000円未満",11回目以上,選択なし/該当施設なし,,選択なし/該当施設なし,,"1,000円未満",とても満足,,感じなかった,,10,,,また行きたい（1年以内）,
103902,"うみんぴあ大飯 エリア",男,1981,41,40代,大阪府,吹田市,分からない/無回答,pc/others,"2022-05-15 23:27:17",5月,"うみんぴあ大飯 エリア","64.うみんぴあ大飯 エリア",おおい町,嶺南西部,,日帰り,福井県内には宿泊しない,嶺南エリア（敦賀市・美浜町・若狭町・小浜市・おおい町・高浜町）,自宅,夫婦2人,"地元の美味しいものを食べる
買い物、アウトレット
友人・親戚を尋ねる
",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,"友人・知人
",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,0,0,,,"5,000円以上 10,000円未満","5,000円以上 10,000円未満","10,000円以上 20,000円未満",初めて,選択なし/該当施設なし,安土山,選択なし/該当施設なし,,"5,000円以上 10,000円未満",とても満足,"地元の特産品がとてもわかるように展示（販売）されていました。
次回は、もっと滞在時間をとっておこうと思います。",感じなかった,,10,"なかなか足を運ぶことのなかった日本海側でしたが、大阪（北摂）からのアクセスもよく、落ち着いた雰囲気がとてもよかったです　・・・天候にも恵まれました！
次回はぜひ泊りがけで、ゆっくり訪れたいと思います。","買い物 ；　やはり海産物がいいと思いました。加工品と、当日の晩ごはんとして焼鯖すしを買いました。とてもおいしかったです！",また行きたい（1年以内）,
103250,web,女,1974,48,40代,福井県,丹生郡,"100万円以上 200万円未満",mobile/iphone,"2022-05-15 21:32:55",5月,"道の駅「パークイン丹生ヶ丘」 エリア","39.道の駅「パークイン丹生ヶ丘」 エリア",越前町,丹南,,日帰り,4泊以上,越前エリア（越前市・越前町・鯖江市・池田町・南越前町）,福井県外には宿泊しない,中学生以上連れの家族,"地元の美味しいものを食べる
",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"観光パンフレット・ポスター
観光協会等の案内所
",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"県外から訪れていない（福井県在住）
",0,0,0,0,0,0,1,0,"自家用車
",1,0,0,0,0,0,0,0,0,,,"3,000円以上 5,000円未満",使わない,"3,000円以上 5,000円未満",2～5回目,選択なし/該当施設なし,,選択なし/該当施設なし,,"3,000円以上 5,000円未満",満足,食事が美味しかった,感じなかった,道の駅オープンの時入口にあった、オブジェがそのまま残っていた方が、道の駅だとわかりやすくて良い,8,,食事は全部美味しかったが、塩あずきソフトクリームの小豆感が少なく感じた,福井県在住,
103899,"レインボーライン エリア",女,1959,63,60代,福井県,敦賀市,"300万円以上 400万円未満",mobile/android,"2022-05-15 20:43:04",5月,"レインボーライン エリア","59.レインボーライン エリア",美浜町,嶺南東部,三方五湖DMO(株),日帰り,福井県内には宿泊しない,福井県内には宿泊しない,福井県外には宿泊しない,夫婦2人,"地元の美味しいものを食べる
",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"新聞・雑誌・ガイドブック
",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"県外から訪れていない（福井県在住）
",0,0,0,0,0,0,1,0,"自家用車
",1,0,0,0,0,0,0,0,0,,,使わない,使わない,"1,000円以上 3,000円未満",2～5回目,気比の松原,,選択なし/該当施設なし,,"1,000円以上 3,000円未満",満足,,感じなかった,,10,,,福井県在住,
103896,web,女,1967,55,50代,福井県,越前市,"300万円以上 400万円未満",mobile/android,"2022-05-15 20:42:56",5月,"越前陶芸村 エリア","41.越前陶芸村 エリア",越前町,丹南,,日帰り,福井県内には宿泊しない,福井県内には宿泊しない,石川県加賀市,親,"地元の美味しいものを食べる
お祭りやイベントへの参加・見物
各種体験（手作り、果物狩りなど）
",0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,"新聞・雑誌・ガイドブック
TV・ラジオ番組やCM
観光パンフレット・ポスター
",0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,0,0,,,使わない,"1,000円未満","1,000円以上 3,000円未満",11回目以上,氣比神宮,,劔神社,,"1,000円以上 3,000円未満",とても満足,,感じなかった,,7,,,福井県在住,
103895,"東尋坊 エリア",女,1972,50,50代,福井県,福井市,100万円未満,mobile/iphone,"2022-05-15 20:03:23",5月,"東尋坊 エリア","06.東尋坊 エリア",坂井市,あわら市・坂井市,(一社)DMOさかい観光局,日帰り,福井県内には宿泊しない,福井県内には宿泊しない,福井県外には宿泊しない,友人,"まちあるき、都市散策
",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"友人・知人
",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,0,0,どちらでもない,,使わない,"1,000円未満","1,000円以上 3,000円未満",2～5回目,選択なし/該当施設なし,,選択なし/該当施設なし,,"1,000円未満",満足,,感じなかった,,5,,,,
103893,"花の駅 ゆりの里公園 エリア",男,1968,54,50代,石川県,小松市,"600万円以上 700万円未満",mobile/iphone,"2022-05-15 19:18:33",5月,"花の駅 ゆりの里公園 エリア","09.花の駅 ゆりの里公園 エリア",坂井市,あわら市・坂井市,(一社)DMOさかい観光局,日帰り,福井県内には宿泊しない,福井県内には宿泊しない,福井県外には宿泊しない,夫婦2人,"花見や紅葉などの自然鑑賞
",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TV・ラジオ番組やCM
インターネット・アプリ
友人・知人
",0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,0,0,,,使わない,"1,000円未満","1,000円以上 3,000円未満",2～5回目,選択なし/該当施設なし,,選択なし/該当施設なし,,"1,000円以上 3,000円未満",とても満足,,感じなかった,,10,,,また行きたい（1年以内）,
