会員情報,,,,,,,,,,,,,,,,,Q1,Q2,Q3,Q4,Q5,Q6," ,"," ,"," ,"," ,"," ,"," ,"," ,"," ,"," ,"," ,"," ,"," ,"," ,"," ,"," ,"," ,"," ,"," ,",Q7," ,"," ,"," ,"," ,"," ,"," ,"," ,"," ,"," ,"," ,"," ,"," ,"," ,"," ,"," ,",Q8," ,"," ,"," ,"," ,"," ,"," ,"," ,"," ,",Q9," ,"," ,"," ,"," ,"," ,"," ,"," ,"," ,"," ,",Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q29
会員ID,登録施設,性別,生まれ年,回答時の年齢,年代,都道府県,会員市町村,世帯年収,UA,回答日時,回答月,回答エリア,回答エリア2,市町村,6分類,DMO,宿泊数（全体）,宿泊数（県内）,宿泊エリア（県内）,宿泊エリア（県外）,同行者,訪問目的ALL,宿でのんびり過ごす,温泉や露天風呂,地元の美味しいものを食べる,花見や紅葉などの自然鑑賞,名所、旧跡の観光,テーマパーク（遊園地、動物園、博物館など）,買い物、アウトレット,お祭りやイベントへの参加・見物,スポーツ観戦や芸能鑑賞（コンサート等）,アウトドア（海水浴、釣り、登山など）,まちあるき、都市散策,各種体験（手作り、果物狩りなど）,スキー・スノボ、マリンスポーツ,その他スポーツ（ゴルフ、テニスなど）,ドライブ・ツーリング,友人・親戚を尋ねる,出張など仕事関係,その他,情報収集ALL,観光展・物産展,新聞・雑誌・ガイドブック,TV・ラジオ番組やCM,観光パンフレット・ポスター,観光連盟やDMOのHP,インターネット・アプリ,Twitter,Instagram,Facebook,ブログ,友人・知人,観光協会等の案内所,タクシードライバーや地元の人,宿泊施設,その他,福井県までの交通手段ALL,自家用車,レンタカー,新幹線,在来線,飛行機,旅行会社ツアーバス,県外から訪れていない（福井県在住）,その他,福井県内での交通手段ALL,自家用車,レンタカー,タクシー,在来線,旅行会社ツアーバス,路線バス,徒歩,レンタサイクル,その他,福井県内での交通手段の満足度,福井県内での交通手段の満足度の理由,宿泊費,交通費,県内消費額,エリア訪問回数,アンケート回答前に訪問した主な場所,アンケート回答前に訪問した主な場所FA,アンケート回答後に訪問する予定の主な場所,アンケート回答後に訪問する予定の主な場所FA,エリア総消費額,満足度,満足度の理由,不便さ,不便さの内容,NPS,推奨項目,施設に求めるもの,今後の来訪意向,福井県に求めるもの
104931,"うみんぴあ大飯 エリア",女,1983,39,30代,福井県,大飯郡,100万円未満,mobile/iphone,"2022-05-26 23:46:57",5月,"うみんぴあ大飯 エリア","64.うみんぴあ大飯 エリア",おおい町,嶺南西部,,日帰り,福井県内には宿泊しない,福井県内には宿泊しない,福井県外には宿泊しない,自分ひとり,"買い物、アウトレット
",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"TV・ラジオ番組やCM
",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"県外から訪れていない（福井県在住）
",0,0,0,0,0,0,1,0,"自家用車
",1,0,0,0,0,0,0,0,0,,,使わない,"1,000円未満","5,000円以上 10,000円未満",11回目以上,選択なし/該当施設なし,,選択なし/該当施設なし,,"5,000円以上 10,000円未満",満足,,感じなかった,,3,,,,
104916,web,女,1971,51,50代,大阪府,大阪市東淀川区,"100万円以上 200万円未満",mobile/iphone,"2022-05-26 23:25:07",5月,"うみんぴあ大飯 エリア","64.うみんぴあ大飯 エリア",おおい町,嶺南西部,,日帰り,福井県内には宿泊しない,福井県内には宿泊しない,和歌山,恋人,"地元の美味しいものを食べる
",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"新聞・雑誌・ガイドブック
",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,0,0,,,"10,000円以上 20,000円未満","10,000円以上 20,000円未満","10,000円以上 20,000円未満",初めて,道の駅「うみんぴあ大飯」,,選択なし/該当施設なし,,"10,000円以上 20,000円未満",どちらでもない,雑誌を見て道の駅に行き、お昼定食を食べたのですが、それほど美味しいと言う感じではなかったのが残念でした。,感じなかった,,2,,,機会があれば行きたい,
104927,"永平寺門前 エリア",女,1971,51,50代,岐阜県,岐阜市,"400万円以上 500万円未満",mobile/iphone,"2022-05-26 23:12:52",5月,"永平寺門前 エリア","25.永平寺門前 エリア",永平寺町,福井市・永平寺町,,1泊,1泊,福井エリア（福井市・永平寺町）,福井県外には宿泊しない,その他家族,"地元の美味しいものを食べる
その他
",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,永平寺参拝,"新聞・雑誌・ガイドブック
インターネット・アプリ
",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,0,0,,,"3,000円以上 5,000円未満","3,000円以上 5,000円未満","3,000円以上 5,000円未満",2～5回目,大本山永平寺,,選択なし/該当施設なし,,"3,000円以上 5,000円未満",満足,,感じなかった,,8,"ホテルフジタ福井のモーニングブッフェ
ヨーロッパ軒のソースカツ丼
VIVANTのショコラバー
ほがらか亭の回転寿司","永平寺ぷりん購入したら、駐車場無料になり、よかった。
ぷりんも美味しかった。",機会があれば行きたい,"食事がどこも美味しかったし、人が親切だった。
おもてなしが行き届いている。"
104925,"JR敦賀駅前 エリア",女,1967,55,50代,愛知県,豊橋市,"400万円以上 500万円未満",mobile/android,"2022-05-26 23:01:10",5月,"JR敦賀駅前 エリア","48.JR敦賀駅前 エリア",敦賀市,嶺南東部,,日帰り,福井県内には宿泊しない,福井県内には宿泊しない,福井県外には宿泊しない,夫婦2人,"名所、旧跡の観光
まちあるき、都市散策
",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,"新聞・雑誌・ガイドブック
インターネット・アプリ
",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,0,0,,,使わない,"5,000円以上 10,000円未満","1,000円以上 3,000円未満",初めて,選択なし/該当施設なし,,金ヶ崎,,"1,000円以上 3,000円未満",満足,銀河鉄道999のモニュメントを沢山観られた。平日だったので、人出が少なくて歩きやすかった。,感じた,食事をしたいと思っても開いているお店が無くて(定休日や昼の営業時間が終わった？)結局コンビニで食べ物を購入した。どうせなら福井の名物が食べたかった。,8,松本零士好きならぜひ見に行って欲しい。,1ヶ所で、敦賀の色々な名産・名物を購入したり食べたり出来ると便利で嬉しい。,機会があれば行きたい,どこで食べることが出来るか、購入出来るかが分かるようなチラシがあると嬉しい。
104926,"若狭フィッシャーマンズワーフ エリア",男,1975,47,40代,大阪府,堺市北区,"1,000万円以上 1,200万円未満",mobile/iphone,"2022-05-26 22:42:43",5月,"若狭フィッシャーマンズワーフ エリア","53.若狭フィッシャーマンズワーフ エリア",小浜市,嶺南西部,(株)まちづくり小浜,3泊,2泊,越前エリア（越前市・越前町・鯖江市・池田町・南越前町）,京都府,自分ひとり,"まちあるき、都市散策
",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"インターネット・アプリ
友人・知人
",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,0,0,,,"10,000円以上 20,000円未満","20,000円以上 30,000円未満","20,000円以上 30,000円未満",初めて,舞鶴（京都府）,,道の駅「うみんぴあ大飯」,,"1,000円以上 3,000円未満",満足,案内看板などがもっと充実していれば良いと感じた,感じなかった,,8,"魚介類が新鮮
少々値が張っても食べたら間違いない",,また行きたい（1年以内）,インパクトのある食べ物
104915,"道の駅「恐竜渓谷かつやま」 エリア",女,1959,63,60代,東京都,品川区,"400万円以上 500万円未満",mobile/iphone,"2022-05-26 20:31:58",5月,"道の駅「恐竜渓谷かつやま」 エリア","20.道の駅「恐竜渓谷かつやま」 エリア",勝山市,勝山市・大野市,勝山市観光まちづくり(株),4泊以上,福井県内には宿泊しない,福井県内には宿泊しない,石川県加賀市,夫婦2人,"名所、旧跡の観光
テーマパーク（遊園地、動物園、博物館など）
",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"観光パンフレット・ポスター
インターネット・アプリ
",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,"レンタカー
新幹線
",0,1,1,0,0,0,0,0,"レンタカー
",0,1,0,0,0,0,0,0,0,とても満足,時間を気にせず楽しめる,使わない,"50,000円以上 100,000円未満","20,000円以上 30,000円未満",初めて,選択なし/該当施設なし,朝イチで恐竜博物館にいった,越前大仏,,"1,000円以上 3,000円未満",どちらでもない,朝早くて開店していなかった,感じなかった,,10,恐竜博物館がよかった。,開店前だった,機会があれば行きたい,満足です
104708,"道の駅「越前おおの荒島の郷」 エリア",女,1960,62,60代,広島県,東広島市,"200万円以上 300万円未満",mobile/android,"2022-05-26 20:15:17",5月,"丸岡城 エリア","08.丸岡城 エリア",坂井市,あわら市・坂井市,(一社)DMOさかい観光局,4泊以上,2泊,嶺南エリア（敦賀市・美浜町・若狭町・小浜市・おおい町・高浜町）,京都府,夫婦2人,"ドライブ・ツーリング
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"インターネット・アプリ
",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,0,0,,,"1,000円以上 3,000円未満","20,000円以上 30,000円未満","5,000円以上 10,000円未満",2～5回目,道の駅「越前おおの荒島の郷」,,"一筆啓上 日本一短い手紙の館",,"1,000円未満",とても満足,丸岡城や一筆啓上の館にある手紙を読むのが楽しい,感じなかった,,10,日本一短い手紙を読んでほしい,,また行きたい（1年以内）,
104903,"東尋坊 エリア",女,1975,47,40代,広島県,広島市中区,分からない/無回答,mobile/iphone,"2022-05-26 20:06:12",5月,"福井駅前 エリア","04.福井駅前 エリア",福井市,福井市・永平寺町,,3泊,3泊,三国・あわらエリア（あわら市・坂井市）,福井県外には宿泊しない,夫婦2人,"まちあるき、都市散策
",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"インターネット・アプリ
",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"在来線
",0,0,0,1,0,0,0,0,"その他
",0,0,0,0,0,0,0,0,新幹線と特急列車,満足,"サンダーバードがコロナ感染予防対策のため換気をしているのですが、風の吹き込む音が高音で苦手な人は防音ヘッドセットが必要かもしれないなと思いました。
私も三半規管が弱いので途中でちょっと目眩しました。","20,000円以上 30,000円未満","20,000円以上 30,000円未満","10,000円以上 20,000円未満",初めて,東尋坊,,選択なし/該当施設なし,,"3,000円以上 5,000円未満",満足,,感じなかった,,10,交通の便が良くて移動の不安は全くありませんでした。,,機会があれば行きたい,
104893,"一乗谷朝倉氏遺跡 エリア",男,1955,67,60代,広島県,東広島市,"200万円以上 300万円未満",mobile/android,"2022-05-26 19:56:50",5月,"うみんぴあ大飯 エリア","64.うみんぴあ大飯 エリア",おおい町,嶺南西部,,4泊以上,2泊,嶺南エリア（敦賀市・美浜町・若狭町・小浜市・おおい町・高浜町）,岐阜県,夫婦2人,"名所、旧跡の観光
",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"インターネット・アプリ
",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,0,0,,,"1,000円以上 3,000円未満","20,000円以上 30,000円未満","5,000円以上 10,000円未満",6～10回目,道の駅「南えちぜん山海里」,,エルガイアおおい,,"1,000円未満",とても満足,道の駅の他にいろいろな施設があり、楽しめる,感じなかった,,10,,好きな道の駅です,機会があれば行きたい,
