会員ID,登録エリア,性別,生まれ年,回答時の年齢,年代,都道府県,会員市町村,世帯年収,UA,回答日時,回答月,回答エリア,回答エリア2,市町村,6分類,DMO,宿泊数（全体）,宿泊数（県内）,宿泊エリア（県内）,宿泊エリア（県外）,同行者,訪問目的ALL,宿でのんびり過ごす,温泉や露天風呂,地元の美味しいものを食べる,花見や紅葉などの自然鑑賞,名所、旧跡の観光,テーマパーク（遊園地、動物園、博物館など）,買い物、アウトレット,お祭りやイベントへの参加・見物,スポーツ観戦や芸能鑑賞（コンサート等）,アウトドア（海水浴、釣り、登山など）,まちあるき、都市散策,各種体験（手作り、果物狩りなど）,スキー・スノボ、マリンスポーツ,その他スポーツ（ゴルフ、テニスなど）,ドライブ・ツーリング,友人・親戚を尋ねる,出張など仕事関係,その他,福井県までの交通手段ALL,自家用車,レンタカー,新幹線,在来線,飛行機,旅行会社ツアーバス,県外から訪れていない（福井県在住）,福井県内での交通手段ALL,タクシー,路線バス,徒歩,レンタサイクル,福井県内での交通手段の満足度,福井県内での交通手段の満足度の理由,宿泊費,交通費,県内消費額,エリア訪問回数,情報収集ALL,観光展・物産展,新聞・雑誌・ガイドブック,TV・ラジオ番組やCM,観光パンフレット・ポスター,観光連盟やDMOのHP,インターネット・アプリ,Twitter,Instagram,Facebook,ブログ,友人・知人,観光協会等の案内所,タクシードライバーや地元の人,宿泊施設,アンケート回答前に訪問した主な場所,アンケート回答前に訪問した主な場所FA,アンケート回答後に訪問する予定の主な場所,エリア総消費額,満足度(商品・サービス),満足度(商品・サービス)の理由,満足度,満足度の理由,不便さ,不便さの内容,NPS,推奨項目,施設に求めるもの,今後の来訪意向,福井県に求めるもの
135106,神楽通り エリア,女,1971,52,50代,京都府,京都市伏見区,100万円未満,mobile/iphone,2023-06-01 23:32:45,6月,神楽通り エリア,62.神楽通りエリア,敦賀市,嶺南東部,,1泊,1泊,福井エリア（福井市・永平寺町）,石川県金沢市,自分ひとり,"温泉や露天風呂
",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"在来線
",0,1,0,0,0,0,0,"レンタカー
",0,0,0,0,,,"10,000円以上 20,000円未満","3,000円以上 5,000円未満","5,000円以上 10,000円未満",初めて,"観光展・物産展
",1,0,0,0,0,0,0,0,0,0,0,0,0,0,選択なし/該当施設なし,,選択なし/該当施設なし,"3,000円以上 5,000円未満",満足,,とても満足,,感じなかった,,8,,,また行きたい（1年以内）,
106879,越前そばの里 エリア,男,1949,74,70代,京都府,京都市左京区,100万円未満,mobile/iphone,2023-06-01 23:19:07,6月,越前そばの里 エリア,37.越前そばの里 エリア,越前市,丹南,,2泊,福井県内には宿泊しない,福井県内には宿泊しない,石川県金沢市,夫婦2人,"地元の美味しいものを食べる
",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,"自家用車
",0,0,0,0,,,"3,000円以上 5,000円未満","5,000円以上 10,000円未満","3,000円以上 5,000円未満",2～5回目,"インターネット・アプリ
",0,0,0,0,0,1,0,0,0,0,0,0,0,0,選択なし/該当施設なし,,選択なし/該当施設なし,"1,000円以上 3,000円未満",とても満足,商品充実、店員親切,とても満足,,感じなかった,,10,,,機会があれば行きたい,
106881,越前そばの里 エリア,女,1953,70,70代,京都府,京都市左京区,100万円未満,mobile/iphone,2023-06-01 23:08:14,6月,越前そばの里 エリア,37.越前そばの里 エリア,越前市,丹南,,2泊,福井県内には宿泊しない,福井県内には宿泊しない,石川県金沢市,夫婦2人,"地元の美味しいものを食べる
",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,"自家用車
",0,0,0,0,,,"1,000円以上 3,000円未満","5,000円以上 10,000円未満","3,000円以上 5,000円未満",2～5回目,"インターネット・アプリ
",0,0,0,0,0,1,0,0,0,0,0,0,0,0,選択なし/該当施設なし,,選択なし/該当施設なし,"1,000円以上 3,000円未満",とても満足,商品が豊富、店員さんが親切,とても満足,食事何処、売店共充実している,感じなかった,,10,京都から出かけて昼食に立ち寄るのに最適な所,何年か前から訪れているがとても充実している,機会があれば行きたい,
135105,越前和紙の里 エリア,女,1961,62,60代,兵庫県,川西市,"900万円以上 1,000万円未満",mobile/android,2023-06-01 22:37:33,6月,越前和紙の里 エリア,36.越前和紙の里 エリア,越前市,丹南,,1泊,1泊,越前エリア（越前市・越前町・鯖江市・池田町・南越前町）,福井県外には宿泊しない,自分ひとり,"地元の美味しいものを食べる
テーマパーク（遊園地、動物園、博物館など）
買い物、アウトレット
ドライブ・ツーリング
",0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,"自家用車
",1,0,0,0,0,0,0,"自家用車
",0,0,0,0,,,"3,000円以上 5,000円未満","5,000円以上 10,000円未満","40,000円以上 50,000円未満",初めて,"新聞・雑誌・ガイドブック
",0,1,0,0,0,0,0,0,0,0,0,0,0,0,道の駅「西山公園」,,大本山永平寺,"5,000円以上 10,000円未満",満足,木曜日でとても空いてました,満足,又訪れたいです,感じなかった,,5,,和紙買いました,機会があれば行きたい,"油揚げスーパーで買って帰りました
分厚い油揚げは福井でしか買えない！"
135102,JR敦賀駅前 エリア,女,1978,45,40代,奈良県,奈良市,分からない/無回答,mobile/android,2023-06-01 21:36:27,6月,JR敦賀駅前 エリア,63.JR敦賀駅前 エリア,敦賀市,嶺南東部,,4泊以上,4泊以上,嶺南エリア（敦賀市・美浜町・若狭町・小浜市・おおい町・高浜町）,埼玉,一人で2泊、恋人と2泊,"宿でのんびり過ごす
地元の美味しいものを食べる
名所、旧跡の観光
まちあるき、都市散策
友人・親戚を尋ねる
出張など仕事関係
",1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,"在来線
",0,0,0,1,0,0,0,"在来線
",0,0,0,0,とても不満,サンダーバードがいつも敦賀に停まらないとは知らなかったから,"10,000円以上 20,000円未満","20,000円以上 30,000円未満","30,000円以上 40,000円未満",2～5回目,"インターネット・アプリ
",0,0,0,0,0,1,0,0,0,0,0,0,0,0,選択なし/該当施設なし,,神宮寺,"10,000円以上 20,000円未満",どちらでもない,,満足,,感じた,,8,福井方面から敦賀に着く直前のあの長いトンネル、掘り起こした当時の方々のご苦労を思うと毎回涙が出るほど込み上げてくるものがあります,景観の統一感、利便性の平準化、観光客だけでなく地元民だけでなく互いにハッピーになれる街づくり,また行きたい（1年以内）,車がなくても便利に回れるようになるといいなと思います。飲食は、大阪以上に厳しい味判定になるといいな。素材は絶対おいしいので！カニ以外でも地のものたくさんプッシュしてください。
135101,JR芦原温泉駅 エリア,男,1969,54,50代,福井県,あわら市,"1,200万円以上 1,500万円未満",mobile/iphone,2023-06-01 21:25:35,6月,JR芦原温泉駅 エリア,16.JR芦原温泉駅 エリア,あわら市,あわら市・坂井市,,日帰り,福井県内には宿泊しない,福井県内には宿泊しない,京都府,自分ひとり,"出張など仕事関係
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"県外から訪れていない（福井県在住）
",1,0,0,0,0,0,1,"自家用車
",0,0,0,0,,,"5,000円以上 10,000円未満","3,000円以上 5,000円未満","5,000円以上 10,000円未満",11回目以上,"インターネット・アプリ
",0,0,0,0,0,1,0,0,0,0,0,0,0,0,丸岡城,,選択なし/該当施設なし,"10,000円以上 20,000円未満",満足,,満足,,感じなかった,,3,,,福井県在住,
135099,北潟湖 エリア,男,1975,48,40代,滋賀県,大津市,400万円以上 500万円未満,mobile/android,2023-06-01 20:32:39,6月,北潟湖 エリア,20.北潟湖 エリア,あわら市,あわら市・坂井市,,3泊,1泊,三国・あわらエリア（あわら市・坂井市）,砺波市,親,"宿でのんびり過ごす
温泉や露天風呂
地元の美味しいものを食べる
",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"自家用車
",1,0,0,0,0,0,0,"自家用車
",0,0,0,0,,,"10,000円以上 20,000円未満","10,000円以上 20,000円未満","5,000円以上 10,000円未満",2～5回目,"インターネット・アプリ
",0,0,0,0,0,1,0,0,0,0,0,0,0,0,選択なし/該当施設なし,,粟津温泉（石川県）,"30,000円以上 40,000円未満",満足,,満足,,感じなかった,,8,,,機会があれば行きたい,
135098,名田庄 エリア,無回答,1978,45,40代,京都府,南丹市,300万円以上 400万円未満,mobile/iphone,2023-06-01 20:09:37,6月,名田庄 エリア,86.名田庄 エリア,おおい町,嶺南西部,,日帰り,福井県内には宿泊しない,福井県内には宿泊しない,福井県外には宿泊しない,夫婦2人,"アウトドア（海水浴、釣り、登山など）
",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,通りがかり,"自家用車
",1,0,0,0,0,0,0,"自家用車
",0,0,0,0,,,使わない,使わない,"1,000円以上 3,000円未満",2～5回目,"その他
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,選択なし/該当施設なし,,選択なし/該当施設なし,"1,000円未満",どちらでもない,家路までの通りがかりで、運転の休憩に立ち寄りました。道の駅で自然薯そばなどを購入しました。こじんまりとした個人店の雰囲気で、田舎だしこんなかな、って期待以上でも以下でもなかったですが、店内の商品が色々あったので、また閉店までに間に合えば、またのぞいてみようと思います。,どちらでもない,道の駅のお店以外はみんな閉まっている時間に立ち寄ったので。,感じなかった,,4,,釣りの帰りに立ち寄るので、いつも閉店時間に間に合わないのが残念です。,また行きたい（1年以内）,
134411,越前大野城・城下町 エリア,女,1974,49,40代,福島県,いわき市,400万円以上 500万円未満,mobile/android,2023-06-01 19:53:46,6月,越前大野城・城下町 エリア,21.越前大野城・城下町 エリア,大野市,勝山市・大野市,,2泊,2泊,福井エリア（福井市・永平寺町）,福井県外には宿泊しない,夫婦2人,"出張など仕事関係
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"レンタカー
飛行機
",0,0,0,1,1,0,0,"在来線
",0,0,0,0,満足,電車の本数が少なくて大野に着くのが遅くなってしまった,"20,000円以上 30,000円未満","30,000円以上 40,000円未満","20,000円以上 30,000円未満",初めて,"友人・知人
",0,0,0,0,0,0,0,0,0,0,1,0,0,0,道の駅「九頭竜・和泉ふれあい会館」,,福井県立恐竜博物館,"10,000円以上 20,000円未満",満足,酒蔵が何軒かあり丁寧に説明してくれた,満足,街中にも地図があり分かりやすかった,感じなかった,,8,美味しい湧き水,レンタルサイクルがあるといい,機会があれば行きたい,美味しい地酒と食事のマリアージュが気軽に出来る場所
135097,三国湊 エリア,女,1955,68,60代,福岡県,福岡市中央区,200万円以上 300万円未満,mobile/iphone,2023-06-01 19:48:16,6月,三国湊 エリア,09.三国湊 エリア,坂井市,あわら市・坂井市,(一社)DMOさかい観光局,2泊,1泊,三国・あわらエリア（あわら市・坂井市）,富山,友人,"名所、旧跡の観光
",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ツアーのパンフ,"新幹線
旅行会社ツアーバス
",0,0,1,0,0,1,0,"旅行会社ツアーバス
",0,0,0,0,満足,,"10,000円以上 20,000円未満","50,000円以上 100,000円未満","1,000円以上 3,000円未満",初めて,"その他
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,東尋坊,,選択なし/該当施設なし,"1,000円以上 3,000円未満",満足,,満足,,感じなかった,,8,,,機会があれば行きたい,
